SYMBL,NAME,INDUSTRY,MIN_MOUNT,UNIT,FRATE
4771,エフアンドエム,サービス業,"122,100",100,1.49
4776,サイボウズ,情報・通信業,"103,400",100,12.15
4779,ソフトブレーン,情報・通信業,"64,600",100,1.69
4783,日本コンピュータ・ダイナミクス,情報・通信業,"83,100",100,3.61
4792,山田コンサルティンググループ,サービス業,"165,400",100,1.49
4800,オリコン,情報・通信業,"135,400",100,0.77
4809,パラカ,不動産業,"207,900",100,0.19
4812,電通国際情報サービス,情報・通信業,"342,000",100,4.56
4816,東映アニメーション,情報・通信業,"494,500",100,4.3
4819,デジタルガレージ,情報・通信業,"345,500",100,16.58
4820,ＥＭシステムズ,情報・通信業,"203,000",100,0.23
4825,ウェザーニューズ,情報・通信業,"336,500",100,0.41
4826,ＣＩＪ,情報・通信業,"83,500",100,9.45
4828,東洋ビジネスエンジニアリング,情報・通信業,"295,800",100,2.28
4829,日本エンタープライズ,情報・通信業,"18,600",100,6.7
4837,シダックス,サービス業,"27,800",100,2.94
4839,ＷＯＷＯＷ,情報・通信業,"261,700",100,0.18
4845,スカラ,情報・通信業,"100,200",100,19.58
4847,インテリジェント　ウェイブ,情報・通信業,"81,700",100,3.07
4848,フルキャストホールディングス,サービス業,"216,700",100,1.4
4849,エン・ジャパン,サービス業,"417,500",100,0.35
4901,富士フイルムホールディングス,化学,"477,500",100,12.1
4902,コニカミノルタ,電気機器,"76,700",100,4.04
4911,資生堂,化学,"877,800",100,0.17
4912,ライオン,化学,"212,500",100,0.24
4914,高砂香料工業,化学,"267,700",100,0.94
4917,マンダム,化学,"271,200",100,0.19
4919,ミルボン,化学,"533,000",100,0.74
4921,ファンケル,化学,"286,100",100,3.89
4922,コーセー,化学,"1,839,000",100,0.78
4923,コタ,化学,"125,600",100,0.51
4925,ハーバー研究所,化学,"805,000",100,21.55
4926,シーボン,化学,"241,500",100,4.75
4927,ポーラ・オルビスホールディングス,化学,"245,200",100,2.55
4928,ノエビアホールディングス,化学,"560,000",100,0.47
4929,アジュバンコスメジャパン,化学,"94,900",100,0.3
4951,エステー,化学,"163,000",100,3.18
4952,エス・ディー・エス　バイオテック,化学,"84,500",100,31.33
4955,アグロ　カネショウ,化学,"155,100",100,0.98
4956,コニシ,化学,"147,700",100,1.97
4957,ヤスハラケミカル,化学,"66,600",100,20
4960,ケミプロ化成,化学,"22,800",100,3.19
4963,星光ＰＭＣ,化学,"80,200",100,4.25
4966,上村工業,化学,"571,000",100,0.85
4967,小林製薬,化学,"841,000",100,0.47
4968,荒川化学工業,化学,"149,900",100,0.64
4971,メック,化学,"154,900",100,0.47
4973,日本高純度化学,化学,"250,000",100,1.09
4974,タカラバイオ,化学,"235,800",100,20.19
4975,ＪＣＵ,化学,"218,700",100,0.56
4977,新田ゼラチン,化学,"67,000",100,67.62
4980,デクセリアルズ,化学,"78,700",100,2.9
4992,北興化学工業,化学,"49,400",100,9.25
4994,大成ラミック,化学,"285,900",100,1.08
4996,クミアイ化学工業,化学,"92,100",100,0.39
4997,日本農薬,化学,"48,100",100,0.92
4998,フマキラー,化学,"107,300",100,6.22
5008,東亜石油,石油・石炭製品,"239,000",100,1.27
5009,富士興産,卸売業,"70,900",100,4.32
5011,ニチレキ,石油・石炭製品,"111,800",100,10.72
5013,ユシロ化学工業,石油・石炭製品,"138,100",100,2.12
5015,ビーピー・カストロール,石油・石炭製品,"141,000",100,95.67
5017,富士石油,石油・石炭製品,"25,100",100,13.96
5018,ＭＯＲＥＳＣＯ,石油・石炭製品,"136,000",100,6.41
5019,出光興産,石油・石炭製品,"317,500",100,4.33
5020,ＪＸＴＧホールディングス,石油・石炭製品,"50,000",100,1.3
5021,コスモエネルギーホールディングス,石油・石炭製品,"223,700",100,3.01
5101,横浜ゴム,ゴム製品,"219,100",100,0.11
5105,ＴＯＹＯ　ＴＩＲＥ,ゴム製品,"140,300",100,1.41
5108,ブリヂストン,ゴム製品,"426,300",100,0.83
5110,住友ゴム工業,ゴム製品,"130,100",100,0.73
5121,藤倉コンポジット,ゴム製品,"43,800",100,6.71
5122,オカモト,ゴム製品,"402,500",100,2.76
5142,アキレス,化学,"173,300",100,3.34
5162,朝日ラバー,ゴム製品,"67,000",100,50.76
5184,ニチリン,ゴム製品,"141,600",100,23.21
5185,フコク,ゴム製品,"70,800",100,6.3
5186,ニッタ,ゴム製品,"292,400",100,2.76
5191,住友理工,ゴム製品,"87,200",100,0.2
5192,三ツ星ベルト,ゴム製品,"180,200",100,5
5195,バンドー化学,ゴム製品,"84,200",100,8.61
5201,ＡＧＣ,ガラス・土石製品,"338,000",100,3.03
5202,日本板硝子,ガラス・土石製品,"66,300",100,8.3
5204,石塚硝子,ガラス・土石製品,"197,000",100,34.88
5208,有沢製作所,化学,"104,100",100,5.4
5210,日本山村硝子,ガラス・土石製品,"129,200",100,20.42
5214,日本電気硝子,ガラス・土石製品,"239,300",100,1.48
5218,オハラ,ガラス・土石製品,"152,800",100,0.84
5232,住友大阪セメント,ガラス・土石製品,"470,000",100,0.14
5233,太平洋セメント,ガラス・土石製品,"296,900",100,10.69
5237,ノザワ,ガラス・土石製品,"62,200",100,60.98
5261,リソルホールディングス,サービス業,"402,000",100,0.3
5262,日本ヒューム,ガラス・土石製品,"76,500",100,42.76
5269,日本コンクリート工業,ガラス・土石製品,"27,600",100,2.29
5273,三谷セキサン,ガラス・土石製品,"326,500",100,0.13
5287,イトーヨーギョー,ガラス・土石製品,"89,400",100,92.5
5288,アジアパイルホールディングス,ガラス・土石製品,"52,800",100,65.82
5301,東海カーボン,ガラス・土石製品,"110,000",100,0.89
5302,日本カーボン,ガラス・土石製品,"386,000",100,1.18
5304,ＳＥＣカーボン,ガラス・土石製品,"834,000",100,1.72
5310,東洋炭素,ガラス・土石製品,"233,000",100,0.35
5331,ノリタケカンパニーリミテド,ガラス・土石製品,"401,000",100,7.42
5332,ＴＯＴＯ,ガラス・土石製品,"411,500",100,1.2
5333,日本碍子,ガラス・土石製品,"154,500",100,1.47
5334,日本特殊陶業,ガラス・土石製品,"207,000",100,3.13
5344,ＭＡＲＵＷＡ,ガラス・土石製品,"692,000",100,0.21
5351,品川リフラクトリーズ,ガラス・土石製品,"268,400",100,1.52
5352,黒崎播磨,ガラス・土石製品,"561,000",100,2.75
5357,ヨータイ,ガラス・土石製品,"59,700",100,11.97
5358,イソライト工業,ガラス・土石製品,"44,500",100,2.53
5363,東京窯業,ガラス・土石製品,"29,600",100,6.84
5367,ニッカトー,ガラス・土石製品,"68,000",100,14.22
5381,Ｍｉｐｏｘ,ガラス・土石製品,"32,800",100,14.08
5384,フジミインコーポレーテッド,ガラス・土石製品,"256,700",100,2.38
5388,クニミネ工業,ガラス・土石製品,"93,400",100,7.28
5391,エーアンドエーマテリアル,ガラス・土石製品,"103,300",100,26.26
5393,ニチアス,ガラス・土石製品,"191,700",100,12.1
5401,日本製鉄,鉄鋼,"152,550",100,3.21
5406,神戸製鋼所,鉄鋼,"58,700",100,3.08
5408,中山製鋼所,鉄鋼,"45,300",100,20.65
5410,合同製鐵,鉄鋼,"219,900",100,1.66
5411,ジェイ　エフ　イー　ホールディングス,鉄鋼,"131,000",100,10.99
5423,東京製鐵,鉄鋼,"84,500",100,1.73
5440,共英製鋼,鉄鋼,"206,900",100,0.79
5444,大和工業,鉄鋼,"275,400",100,1.35
5445,東京鐵鋼,鉄鋼,"137,400",100,449
5449,大阪製鐵,鉄鋼,"134,800",100,210.79
5451,淀川製鋼所,鉄鋼,"202,600",100,0.18
5463,丸一鋼管,鉄鋼,"286,900",100,0.16
5464,モリ工業,鉄鋼,"214,100",100,16.09
5471,大同特殊鋼,鉄鋼,"426,000",100,0.48
5476,日本高周波鋼業,鉄鋼,"42,000",100,4.01
5480,日本冶金工業,鉄鋼,"207,300",100,14.55
5481,山陽特殊製鋼,鉄鋼,"144,200",100,3.95
5482,愛知製鋼,鉄鋼,"313,500",100,0.8
5486,日立金属,鉄鋼,"119,200",100,2.48
5491,日本金属,鉄鋼,"82,600",100,22.7
5541,大平洋金属,鉄鋼,"226,200",100,6.71
5563,新日本電工,鉄鋼,"16,900",100,6.4
5602,栗本鐵工所,鉄鋼,"151,500",100,13.5
5603,虹技,鉄鋼,"131,800",100,25.45
5609,日本鋳造,鉄鋼,"73,500",100,10.11
5612,日本鋳鉄管,鉄鋼,"107,900",100,9.97
5614,川金ホールディングス,鉄鋼,"29,500",100,11.78
5631,日本製鋼所,機械,"204,500",100,0.74
5632,三菱製鋼,鉄鋼,"113,900",100,1.71
5658,日亜鋼業,鉄鋼,"31,100",100,25.62
5659,日本精線,鉄鋼,"255,600",100,7.77
5660,神鋼鋼線工業,鉄鋼,"116,300",100,16.13
5702,大紀アルミニウム工業所,非鉄金属,"72,800",100,1.4
5703,日本軽金属ホールディングス,非鉄金属,"19,600",100,4.17
5706,三井金属鉱業,非鉄金属,"255,200",100,2.61
5707,東邦亜鉛,非鉄金属,"201,100",100,4.36
5711,三菱マテリアル,非鉄金属,"295,700",100,0.4
5713,住友金属鉱山,非鉄金属,"333,900",100,1.34
5714,ＤＯＷＡホールディングス,非鉄金属,"371,500",100,0.53
5715,古河機械金属,非鉄金属,"146,100",100,4.41
5724,アサカ理研,非鉄金属,"151,800",100,178.73
5726,大阪チタニウムテクノロジーズ,非鉄金属,"178,700",100,1.64
5727,東邦チタニウム,非鉄金属,"82,700",100,7.02
5741,ＵＡＣＪ,非鉄金属,"185,100",100,0.94
5742,エヌアイシ・オートテック,非鉄金属,"81,000",100,5.47
5801,古河電気工業,非鉄金属,"258,500",100,7.14
5802,住友電気工業,非鉄金属,"137,750",100,1.42
5803,フジクラ,非鉄金属,"41,500",100,2.59
5805,昭和電線ホールディングス,非鉄金属,"88,300",100,7.31
5807,東京特殊電線,非鉄金属,"200,600",100,2.5
5809,タツタ電線,非鉄金属,"46,500",100,16.19
5816,オーナンバ,非鉄金属,"37,700",100,78.83
5819,カナレ電気,非鉄金属,"190,800",100,7.34
5821,平河ヒューテック,非鉄金属,"109,400",100,"1,406.00"
5851,リョービ,非鉄金属,"180,900",100,3.26
5852,アーレスティ,非鉄金属,"57,000",100,38.99
5857,アサヒホールディングス,非鉄金属,"224,000",100,3.32
5901,東洋製罐グループホールディングス,金属製品,"168,500",100,0.57
5902,ホッカンホールディングス,金属製品,"156,900",100,8.66
5909,コロナ,金属製品,"107,900",100,68.67
5911,横河ブリッジホールディングス,金属製品,"161,800",100,6.23
5912,ＯＳＪＢホールディングス,建設業,"24,700",100,20.66
5915,駒井ハルテック,金属製品,"168,400",100,29.17
5922,那須電機鉄工,金属製品,"866,000",100,573
5923,高田機工,金属製品,"250,100",100,19.5
5928,アルメタックス,金属製品,"30,900",100,57
5929,三和ホールディングス,金属製品,"122,600",100,0.36
5930,文化シヤッター,金属製品,"94,400",100,0.48
5932,三協立山,金属製品,"128,600",100,0.13
5933,アルインコ,金属製品,"94,400",100,6.07
5936,東洋シヤッター,金属製品,"72,000",100,1.6
5938,ＬＩＸＩＬグループ,金属製品,"196,700",100,1.1
5942,日本フイルコン,金属製品,"50,700",100,3.08
5943,ノーリツ,金属製品,"128,300",100,0.34
5946,長府製作所,金属製品,"242,000",100,0.13
5947,リンナイ,金属製品,"731,000",100,0.2
5951,ダイニチ工業,金属製品,"62,900",100,2.16
5955,ヤマシナ,金属製品,"6,800",100,23.38
5956,トーソー,金属製品,"45,100",100,2.61
5957,日東精工,金属製品,"58,600",100,3.26
5958,三洋工業,金属製品,"193,900",100,3.22
5959,岡部,金属製品,"86,800",100,8.89
5970,ジーテクト,金属製品,"169,500",100,5.36
5973,トーアミ,金属製品,"45,800",100,20.7
5974,中国工業,金属製品,"49,500",100,6.4
5975,東プレ,金属製品,"169,800",100,14.71
5976,高周波熱錬,金属製品,"86,900",100,0.8
5981,東京製綱,金属製品,"101,600",100,4.45
5985,サンコール,金属製品,"46,500",100,10.79
5986,モリテック　スチール,金属製品,"35,400",100,4.04
5989,エイチワン,金属製品,"64,700",100,61.7
5991,日本発條,金属製品,"83,400",100,0.16
5992,中央発條,金属製品,"277,200",100,15
5998,アドバネクス,金属製品,"171,500",100,0.83
6013,タクマ,機械,"123,200",100,36.14
6027,弁護士ドットコム,サービス業,"421,500",100,28.11
6028,テクノプロ・ホールディングス,サービス業,"641,000",100,0.67
6029,アトラ,サービス業,"36,100",100,143.76
6030,アドベンチャー,サービス業,"274,400",100,23.57
6034,ＭＲＴ,サービス業,"81,900",100,8.29
6035,アイ・アールジャパンホールディングス,サービス業,"389,000",100,2.59
6036,ＫｅｅＰｅｒ技研,サービス業,"153,600",100,26.12
6037,ファーストロジック,サービス業,"61,600",100,5.56
6038,イード,サービス業,"85,100",100,17.3
6045,レントラックス,サービス業,"50,500",100,19.31
6047,Ｇｕｎｏｓｙ,サービス業,"138,100",100,4.51
6048,デザインワン・ジャパン,サービス業,"31,200",100,5.04
6049,イトクロ,サービス業,"201,900",100,1.27
6050,イー・ガーディアン,サービス業,"170,400",100,19.59
6054,リブセンス,サービス業,"25,900",100,3.84
6055,ジャパンマテリアル,サービス業,"135,900",100,0.4
6058,ベクトル,サービス業,"90,300",100,3.17
6059,ウチヤマホールディングス,サービス業,"48,900",100,12.21
6062,チャーム・ケア・コーポレーション,サービス業,"217,100",100,2.25
6064,アクトコール,サービス業,"141,900",100,1.32
6067,インパクトホールディングス,サービス業,"189,300",100,1.79
6069,トレンダーズ,サービス業,"58,700",100,2.25
6070,キャリアリンク,サービス業,"62,200",100,3.12
6071,ＩＢＪ,サービス業,"117,800",100,0.65
6072,地盤ネットホールディングス,サービス業,"18,600",100,10.24
6073,アサンテ,サービス業,"196,100",100,0.2
6077,Ｎ・フィールド,サービス業,"63,200",100,2.41
6078,バリューＨＲ,サービス業,"320,000",100,1.19
6080,Ｍ＆Ａキャピタルパートナーズ,サービス業,"617,000",100,5.67
6081,アライドアーキテクツ,サービス業,"42,200",100,4.1
6082,ライドオンエクスプレスホールディングス,サービス業,"148,500",100,8.66
6083,ＥＲＩホールディングス,サービス業,"80,100",100,13.48
6087,アビスト,サービス業,"266,900",100,2.39
6088,シグマクシス,サービス業,"144,400",100,3.68
6089,ウィルグループ,サービス業,"98,000",100,2.72
6091,ウエスコホールディングス,サービス業,"37,000",100,3.15
6092,エンバイオ・ホールディングス,サービス業,"95,400",100,3.29
6093,エスクロー・エージェント・ジャパン,サービス業,"22,900",100,5.94
6094,フリークアウト・ホールディングス,サービス業,"141,300",100,26.6
6095,メドピア,サービス業,"120,400",100,3.37
6096,レアジョブ,サービス業,"204,000",100,15.38
6098,リクルートホールディングス,サービス業,"324,100",100,0.97
6099,エラン,サービス業,"181,100",100,1.66
6101,ツガミ,機械,"90,700",100,2.38
6103,オークマ,機械,"582,000",100,0.53
6104,東芝機械,機械,"226,400",100,1.86
6113,アマダホールディングス,機械,"116,000",100,1.14
6118,アイダエンジニアリング,機械,"87,600",100,0.64
6121,滝澤鉄工所,機械,"127,900",100,10.06
6134,ＦＵＪＩ,機械,"161,700",100,0.61
6135,牧野フライス製作所,機械,"467,000",100,0.5
6136,オーエスジー,機械,"224,600",100,0.88
6137,小池酸素工業,機械,"223,300",100,6.1
6138,ダイジェット工業,機械,"164,100",100,24.86
6140,旭ダイヤモンド工業,機械,"62,500",100,3.14
6141,ＤＭＧ森精機,機械,"154,000",100,1.14
6143,ソディック,機械,"78,900",100,4.4
6145,ＮＩＴＴＯＫＵ,機械,"276,800",100,0.78
6146,ディスコ,機械,"2,097,000",100,0.26
6151,日東工器,機械,"213,400",100,3.05
6157,日進工具,機械,"195,900",100,5.78
6165,パンチ工業,機械,"50,300",100,3.1
6167,冨士ダイス,機械,"63,400",100,11.48
6172,メタップス,サービス業,"103,300",100,17.1
6175,ネットマーケティング,サービス業,"81,500",100,2.41
6178,日本郵政,サービス業,"100,600",100,1.59
6181,パートナーエージェント,サービス業,"36,400",100,9.45
6182,ロゼッタ,サービス業,"377,500",100,218.17
6183,ベルシステム２４ホールディングス,サービス業,"164,900",100,1.28
6184,鎌倉新書,サービス業,"145,400",100,1.12
6187,ＬＩＴＡＬＩＣＯ,サービス業,"199,000",100,0.9
6191,エボラブルアジア,サービス業,"192,400",100,80.75
6192,ハイアス・アンド・カンパニー,サービス業,"30,000",100,35.2
6194,アトラエ,サービス業,"313,500",100,1.09
6195,ホープ,サービス業,"411,500",100,867
6196,ストライク,サービス業,"283,300",100,1.36
6197,ソラスト,サービス業,"119,700",100,1.97
6199,セラク,サービス業,"71,200",100,2.69
6200,インソース,サービス業,"274,200",100,0.42
6201,豊田自動織機,輸送用機器,"630,000",100,0.36
6203,豊和工業,機械,"76,500",100,5.93
6205,ＯＫＫ,機械,"71,600",100,2.73
6208,石川製作所,機械,"138,100",100,2.67
6210,東洋機械金属,機械,"57,300",100,8.57
6217,津田駒工業,機械,"134,600",100,1.1
6218,エンシュウ,機械,"111,000",100,1.95
6222,島精機製作所,機械,"248,500",100,0.62
6232,自律制御システム研究所,機械,"310,000",100,78.4
6235,オプトラン,機械,"310,000",100,1.61
6237,イワキポンプ,機械,"98,700",100,0.9
6238,フリュー,機械,"92,600",100,21.98
6240,ヤマシンフィルタ,機械,"82,400",100,0.45
6245,ヒラノテクシード,機械,"132,200",100,22.39
6246,テクノスマート,機械,"68,300",100,"1,563.00"
6247,日阪製作所,機械,"87,600",100,23.86
6250,やまびこ,機械,"115,600",100,3.48
6255,エヌ・ピー・シー,機械,"38,000",100,3.35
6256,ニューフレアテクノロジー,機械,"773,000",100,1.09
6257,藤商事,機械,"95,300",100,74.6
6258,平田機工,機械,"711,000",100,0.45
6262,ペガサスミシン製造,機械,"49,100",100,19.06
6264,マルマエ,機械,"96,700",100,1.39
6266,タツモ,機械,"111,200",100,0.7
6268,ナブテスコ,機械,"337,000",100,0.4
6269,三井海洋開発,機械,"262,400",100,1.95
6271,ニッセイ,機械,"120,100",100,7
6272,レオン自動機,機械,"157,200",100,1.52
6273,ＳＭＣ,機械,"4,592,000",100,0.28
6274,ヤマハモーターロボティクスホールディングス,機械,"40,900",100,4.28
6277,ホソカワミクロン,機械,"381,000",100,1.57
6279,瑞光,機械,"329,500",100,6.97
6282,オイレス工業,機械,"158,300",100,0.29
6284,日精エー・エス・ビー機械,機械,"341,500",100,0.39
6287,サトーホールディングス,機械,"295,000",100,0.88
6289,技研製作所,機械,"339,000",100,9.67
6292,カワタ,機械,"94,900",100,19.01
6293,日精樹脂工業,機械,"100,900",100,11.05
6294,オカダアイヨン,機械,"123,000",100,27.37
6297,鉱研工業,機械,"47,100",100,9.26
6298,ワイエイシイホールディングス,機械,"69,600",100,8.93
6301,小松製作所,機械,"249,100",100,1.87
6302,住友重機械工業,機械,"323,500",100,0.59
6305,日立建機,機械,"263,100",100,1.66
6306,日工,機械,"67,700",100,1.31
6309,巴工業,機械,"234,400",100,1.43
6310,井関農機,機械,"148,800",100,2.73
6312,フロイント産業,機械,"74,600",100,0.97
6315,ＴＯＷＡ,機械,"83,900",100,1.06
6316,丸山製作所,機械,"121,900",100,3.73
6317,北川鉄工所,機械,"195,500",100,14.52
6319,シンニッタン,鉄鋼,"43,500",100,0.57
6323,ローツェ,機械,"258,900",100,38.85
6324,ハーモニック・ドライブ・システムズ,機械,"463,000",100,0.27
6326,クボタ,機械,"165,350",100,0.59
6328,荏原実業,機械,"204,200",100,14.21
6330,東洋エンジニアリング,建設業,"61,400",100,0.99
6331,三菱化工機,機械,"184,300",100,4.02
6332,月島機械,機械,"139,100",100,0.64
6333,帝国電機製作所,機械,"120,200",100,5.3
6335,東京機械製作所,機械,"37,200",100,7.61
6338,タカトリ,機械,"57,500",100,22.44
6339,新東工業,機械,"98,600",100,0.3
6340,澁谷工業,機械,"291,600",100,12.98
6343,フリージア・マクロス,機械,"11,700",100,18.9
6345,アイチ　コーポレーション,機械,"70,800",100,5.13
6349,小森コーポレーション,機械,"115,400",100,0.27
6351,鶴見製作所,機械,"201,400",100,0.17
6355,住友精密工業,機械,"309,000",100,16.52
6356,日本ギア工業,機械,"43,500",100,0.24
6357,三精テクノロジーズ,機械,"95,800",100,12.54
6358,酒井重工業,機械,"276,000",100,0.79
6361,荏原製作所,機械,"286,500",100,0.52
6362,石井鐵工所,機械,"220,100",100,2.47
6363,酉島製作所,機械,"98,100",100,1.63
6364,北越工業,機械,"125,900",100,37.18
6366,千代田化工建設,建設業,"28,300",100,0.77
6367,ダイキン工業,機械,"1,417,500",100,0.94
6368,オルガノ,機械,"487,000",100,0.81
6369,トーヨーカネツ,機械,"193,000",100,30.53
6370,栗田工業,機械,"290,500",100,0.4
6371,椿本チエイン,機械,"346,000",100,0.56
6373,大同工業,機械,"82,600",100,6.15
6376,日機装,精密機器,"114,400",100,2.06
6378,木村化工機,機械,"38,200",100,1.65
6379,レイズネクスト,建設業,"109,300",100,0.39
6381,アネスト岩田,機械,"97,300",100,0.57
6383,ダイフク,機械,"553,000",100,2.82
6387,サムコ,機械,"89,100",100,32.73
6390,加藤製作所,機械,"194,800",100,3.07
6393,油研工業,機械,"161,100",100,16.2
6395,タダノ,機械,"104,400",100,0.64
6400,不二精機,機械,"29,700",100,92.74
6406,フジテック,機械,"137,000",100,0.77
6407,ＣＫＤ,機械,"129,400",100,0.27
6409,キトー,機械,"155,500",100,11.93
6413,理想科学工業,機械,"167,700",100,0.41
6417,ＳＡＮＫＹＯ,機械,"375,500",100,0.26
6418,日本金銭機械,機械,"94,500",100,2.74
6419,マースグループホールディングス,機械,"190,800",100,87.64
6420,福島工業,機械,"318,000",100,0.96
6425,ユニバーサルエンターテインメント,機械,"351,000",100,2.75
6428,オーイズミ,機械,"47,900",100,4.16
6430,ダイコク電機,機械,"155,800",100,0.1
6432,竹内製作所,機械,"171,200",100,24.58
6436,アマノ,機械,"333,000",100,0.55
6440,ＪＵＫＩ,機械,"90,900",100,7.55
6444,サンデンホールディングス,機械,"60,800",100,2.19
6445,蛇の目ミシン工業,機械,"40,500",100,5.44
6448,ブラザー工業,電気機器,"199,400",100,0.4
6454,マックス,機械,"183,600",100,0.33
6455,モリタホールディングス,輸送用機器,"175,700",100,0.2
6457,グローリー,機械,"308,000",100,0.75
6458,新晃工業,機械,"174,100",100,6.17
6459,大和冷機工業,機械,"113,600",100,21.79
6460,セガサミーホールディングス,機械,"153,700",100,1
6461,日本ピストンリング,機械,"131,600",100,5.85
6462,リケン,機械,"386,500",100,1.11
6463,ＴＰＲ,機械,"172,900",100,0.41
6464,ツバキ・ナカシマ,機械,"161,600",100,31.06
6465,ホシザキ,機械,"850,000",100,0.47
6466,東亜バルブエンジニアリング,機械,"119,900",100,5.69
6470,大豊工業,機械,"76,900",100,3.21
6471,日本精工,機械,"92,100",100,1.24
6472,ＮＴＮ,機械,"31,200",100,0.64
6473,ジェイテクト,機械,"126,000",100,0.32
6474,不二越,機械,"479,500",100,0.28
6479,ミネベアミツミ,電気機器,"175,200",100,0.65
6480,日本トムソン,機械,"45,400",100,2.25
6481,ＴＨＫ,機械,"286,900",100,0.69
6482,ユーシン精機,機械,"95,900",100,1.88
6485,前澤給装工業,機械,"200,300",100,0.79
6486,イーグル工業,機械,"100,300",100,1.04
6489,前澤工業,機械,"35,700",100,8.25
6490,日本ピラー工業,機械,"122,700",100,0.76
6498,キッツ,機械,"72,300",100,0.46
6501,日立製作所,電気機器,"408,100",100,1.15
6502,東芝,電気機器,"331,500",100,1.05
6503,三菱電機,電気機器,"144,550",100,1.3
6504,富士電機,電気機器,"333,000",100,3.36
6505,東洋電機製造,電気機器,"152,900",100,0.78
6506,安川電機,電気機器,"395,500",100,0.63
6507,シンフォニアテクノロジー,電気機器,"122,600",100,3.44
6508,明電舎,電気機器,"186,700",100,1.09
6513,オリジン,電気機器,"138,000",100,947
6516,山洋電気,電気機器,"463,500",100,1.99
6517,デンヨー,電気機器,"176,700",100,2.45
6531,リファインバース,サービス業,"156,400",100,79.58
6532,ベイカレント・コンサルティング,サービス業,"477,000",100,40.55
6535,アイモバイル,サービス業,"56,200",100,2.74
6537,ＷＡＳＨハウス,サービス業,"88,600",100,0.5
6538,キャリアインデックス,サービス業,"41,600",100,118.83
6539,ＭＳ?Ｊａｐａｎ,サービス業,"134,100",100,3.02
6540,船場,サービス業,"94,500",100,8.72
6541,グレイステクノロジー,サービス業,"296,000",100,212.13
6542,ＦＣホールディングス,サービス業,"78,500",100,463
6544,ジャパンエレベーターサービスホールディングス,サービス業,"277,900",100,48.61
6546,フルテック,サービス業,"125,200",100,3.59
6547,グリーンズ,サービス業,"135,000",100,7.84
6551,ツナググループ・ホールディングス,サービス業,"59,100",100,2.84
6552,ＧａｍｅＷｉｔｈ,サービス業,"77,700",100,1.41
6553,ソウルドアウト,サービス業,"131,900",100,118.19
6555,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,サービス業,"97,600",100,109.77
6556,ウェルビー,サービス業,"166,100",100,5.76
6558,クックビズ,サービス業,"290,500",100,496
6560,エル・ティー・エス,サービス業,"124,400",100,51.4
6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,サービス業,"89,200",100,5.98
6563,みらいワークス,サービス業,"306,000",100,456
6565,ＡＢホテル,サービス業,"205,000",100,3.66
6566,要興業,サービス業,"71,600",100,5.77
6569,日総工産,サービス業,"111,500",100,5.22
6571,キュービーネットホールディングス,サービス業,"228,400",100,9.88
6572,ＲＰＡホールディングス,サービス業,"173,500",100,31.85
6580,ライトアップ,サービス業,"147,100",100,381.67
6584,三櫻工業,輸送用機器,"60,600",100,1.43
6586,マキタ,機械,"338,500",100,0.85
6588,東芝テック,電気機器,"321,000",100,0.31
6590,芝浦メカトロニクス,電気機器,"292,200",100,5.74
6592,マブチモーター,電気機器,"407,000",100,0.53
6594,日本電産,電気機器,"1,455,000",100,1.86
6615,ユー・エム・シー・エレクトロニクス,電気機器,"70,500",100,3.71
6616,トレックス・セミコンダクター,電気機器,"124,600",100,59.57
6617,東光高岳,電気機器,"115,700",100,9.73
6618,大泉製作所,電気機器,"60,100",100,129
6619,ダブル・スコープ,電気機器,"59,900",100,1.6
6622,ダイヘン,電気機器,"326,500",100,0.24
6625,ＪＡＬＣＯホールディングス,不動産業,"19,400",100,549.1
6629,テクノホライゾン・ホールディングス,電気機器,"39,800",100,24.07
6630,ヤーマン,電気機器,"71,700",100,2.43
6632,ＪＶＣケンウッド,電気機器,"30,900",100,1.05
6633,Ｃ＆Ｇシステムズ,電気機器,"40,800",100,4.52
6634,ネクスグループ,電気機器,"19,700",100,4.03
6638,ミマキエンジニアリング,電気機器,"53,400",100,2.73
6639,コンテック,電気機器,"139,100",100,114.88
6640,第一精工,電気機器,"264,200",100,0.18
6641,日新電機,電気機器,"128,800",100,0.47
6643,戸上電機製作所,電気機器,"170,000",100,214
6644,大崎電気工業,電気機器,"66,600",100,1.99
6645,オムロン,電気機器,"590,000",100,0.18
6651,日東工業,電気機器,"208,100",100,0.97
6652,ＩＤＥＣ,電気機器,"200,200",100,0.37
6653,正興電機製作所,電気機器,"79,400",100,1.32
6654,不二電機工業,電気機器,"122,500",100,0.63
6658,シライ電子工業,電気機器,"28,400",100,4.94
6659,メディアリンクス,電気機器,"30,000",100,22.42
6664,オプトエレクトロニクス,電気機器,"70,500",100,3.72
6670,ＭＣＪ,電気機器,"69,200",100,"1,305.38"
6674,ジーエス・ユアサ　コーポレーション,電気機器,"187,000",100,1.48
6675,サクサホールディングス,電気機器,"185,900",100,2.88
6676,メルコホールディングス,電気機器,"276,300",100,13.65
6677,エスケーエレクトロニクス,電気機器,"188,800",100,5.2
6678,テクノメディカ,電気機器,"236,000",100,0.11
6701,日本電気,電気機器,"466,000",100,5.25
6702,富士通,電気機器,"873,600",100,0.31
6703,沖電気工業,電気機器,"149,400",100,2.54
