,SYM_A,SYM_A_NAME,SYM_A_INDUSTRY,OPEN_A,CLOSE_A,AXIS_LOT_SIZE,TRADE_A,SYM_B,SYM_B_NAME,SYM_B_INDUSTRY,OPEN_B,CLOSE_B,PAIR_LOT_SIZE,TRADE_B,CORR_3M,CORR_1Y,COINT_3M,COINT_1Y,SIGMA,ABS_SIGMA,LAST_DAY_SIGMA,DEV_RATE,LOT_SIZE_DIFF,total_profit,average_profit,average_pl,total_times,plus_times,minus_times,pl_times,open_days,stop_profit_times,stop_loss_times,max_day_over_times,DATE_3M_ago,CLOSE_A_3M_ago,CLOSE_B_3M_ago,DATE_6M_ago,CLOSE_A_6M_ago,CLOSE_B_6M_ago,DATE_1y_ago,CLOSE_A_1y_ago,CLOSE_B_1y_ago,DATE_2y_ago,CLOSE_A_2y_ago,CLOSE_B_2y_ago
2308,2327,日鉄ソリューションズ,情報・通信業,3075.0,3075.0,300,SELL,4091,大陽日酸,化学,1809.0,1875.0,500,BUY,0.7871689655879707,0.9057188024609735,0.057187953279538205,0.0875229745960368,0.3289914053415684,0.3289914053415684,0.6726767923394015,2.2,1.63,501132.0,38549.0,2.01,13,7,6,53.85,19.0,1,1,11,2020/03/02,2962.0,1967.0,2019/12/02,3840.0,2456.0,2019/06/02,3310.0,2009.0,2018/06/02,3030.0,1670.0
2122,4587,ペプチドリーム,医薬品,4730.0,4775.0,200,SELL,9086,日立物流,陸運業,2883.0,2925.0,300,BUY,0.7318145980611683,0.9118198931426748,0.3015624657393755,0.0024390390068106628,0.18168084913392127,0.18168084913392127,0.3199128523232164,1.32,8.12,501089.0,55677.0,2.84,9,7,2,77.78,15.0,5,0,4,2020/03/02,4405.0,2971.0,2019/12/02,5150.0,3065.0,2019/06/02,5340.0,3230.0,2018/06/02,4640.0,2993.0
1808,2127,日本Ｍ＆Ａセンター,サービス業,4460.0,4665.0,200,SELL,4062,イビデン,電気機器,3010.0,3015.0,300,BUY,0.875771875096988,0.9214291885759706,0.012633938993431496,0.0006200393829866272,1.7683692094153367,1.7683692094153367,1.043362992776208,10.75,3.05,500868.0,31304.0,1.64,16,11,5,68.75,15.0,8,2,6,2020/03/02,3460.0,2415.0,2019/12/02,3735.0,2574.0,2019/06/02,2621.0,1666.0,2018/06/02,3500.0,1776.0
371,5802,住友電気工業,非鉄金属,1256.0,1275.0,800,SELL,7278,エクセディ,輸送用機器,1722.0,1770.0,600,BUY,0.8168899464542896,0.9593853984792536,0.21791113231027376,0.046458007027761816,1.3931849116783928,1.3931849116783928,1.9443780302290392,6.19,3.95,500694.0,31293.0,1.55,16,12,4,75.0,20.0,3,1,12,2020/03/02,1291.0,1996.0,2019/12/02,1664.0,2458.0,2019/06/02,1299.5,2128.0,2018/06/02,1691.5,3565.0
1635,5714,ＤＯＷＡホールディングス,非鉄金属,3515.0,3550.0,200,SELL,6963,ローム,電気機器,7240.0,7320.0,100,BUY,0.9232763647769912,0.9261931195888654,0.010216911021306894,0.059191336366931184,1.7465126919587295,1.7465126919587295,1.2692377306306868,6.37,3.01,500274.0,55586.0,3.42,9,7,2,77.78,18.0,5,0,4,2020/03/02,3340.0,7170.0,2019/12/02,3960.0,9100.0,2019/06/02,3300.0,6750.0,2018/06/02,3590.0,10450.0
3228,5233,太平洋セメント,ガラス・土石製品,2568.0,2566.0,400,SELL,8056,日本ユニシス,情報・通信業,3380.0,3370.0,300,BUY,0.8531253112959171,0.8698631840879878,0.07164467287234827,0.022666286433972224,0.7114683953559212,0.7114683953559212,0.5814170578750538,4.67,1.52,500029.0,33335.0,1.86,15,9,6,60.0,17.0,6,1,8,2020/03/02,2544.0,3345.0,2019/12/02,3250.0,3660.0,2019/06/02,3160.0,3470.0,2018/06/02,4025.0,2696.0
1392,4917,マンダム,化学,2164.0,2203.0,400,BUY,8750,第一生命ホールディングス,保険業,1382.0,1385.0,600,SELL,0.5177745129558787,0.9330646180725567,0.18105541041637602,0.0061065685327058965,-0.24568479149616776,0.24568479149616776,0.31264529428568205,-1.51,5.7,499726.0,62466.0,2.95,8,7,1,87.5,17.0,3,0,5,2020/03/02,2310.0,1427.5,2019/12/02,2993.0,1788.0,2019/06/02,2636.0,1557.0,2018/06/02,3505.0,2093.0
1880,7186,コンコルディア・フィナンシャルグループ,銀行業,356.0,353.0,2800,BUY,7453,良品計画,小売業,1646.0,1668.0,600,SELL,0.5822151786083278,0.9193844840874514,0.11769880233518332,0.08433829871354365,-1.3867029198860823,1.3867029198860823,1.2247178370893022,-17.88,1.24,499404.0,26284.0,1.43,19,11,8,57.89,19.0,7,2,10,2020/03/02,360.0,1440.0,2019/12/02,445.0,2506.0,2019/06/02,406.0,1924.0,2018/06/02,638.0,3680.0
2741,1941,中電工,建設業,2306.0,2282.0,400,BUY,6479,ミネベアミツミ,電気機器,1934.0,1979.0,500,SELL,0.7184169687743779,0.8901142206421466,0.04951559280713175,0.016243950874451064,-1.0758907751491524,1.0758907751491524,0.7189536940819373,-9.74,8.4,498663.0,35619.0,1.94,14,9,5,64.29,17.0,6,1,7,2020/03/02,2242.0,1866.0,2019/12/02,2552.0,2192.0,2019/06/02,2211.0,1585.0,2018/06/02,2991.0,2057.0
2894,2503,キリンホールディングス,食料品,2270.0,2328.0,400,SELL,8303,新生銀行,銀行業,1377.0,1398.0,700,BUY,0.7411429361830075,0.8842769561441777,7.226781049885404e-05,8.640953877162987e-05,1.5167529002591609,1.5167529002591609,1.1246050332425284,8.08,5.09,497237.0,31077.0,1.68,16,10,6,62.5,20.0,3,0,13,2020/03/02,2115.5,1433.0,2019/12/02,2435.5,1672.0,2019/06/02,2368.0,1562.0,2018/06/02,3102.0,1761.0
421,4045,東亞合成,化学,1039.0,1047.0,900,SELL,8750,第一生命ホールディングス,保険業,1382.0,1385.0,700,BUY,0.6872431999391496,0.9576946234644282,0.4690092898015206,0.005681298260339235,0.3595610865610113,0.3595610865610113,0.25711954298623146,1.7,2.81,496412.0,29201.0,1.45,17,12,5,70.59,19.0,4,1,12,2020/03/02,1067.0,1427.5,2019/12/02,1252.0,1788.0,2019/06/02,1175.0,1557.0,2018/06/02,1321.0,2093.0
768,7278,エクセディ,輸送用機器,1722.0,1770.0,600,SELL,8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,441.5,443.0,2400,BUY,0.8809557336374434,0.9481029859653625,0.1179863996456193,0.09197436107372325,0.8454338023749726,0.8454338023749726,0.11912496419645136,3.21,0.11,496376.0,27576.0,1.42,18,11,7,61.11,20.0,3,1,14,2020/03/02,1996.0,520.1,2019/12/02,2458.0,581.0,2019/06/02,2128.0,497.0,2018/06/02,3565.0,682.5
2482,2531,宝ホールディングス,食料品,876.0,899.0,1200,SELL,5423,東京製鐵,鉄鋼,704.0,709.0,1500,BUY,0.5824053671421539,0.8999318405737866,0.005364668996595561,0.013596355288629113,1.6461101740003394,1.6461101740003394,1.0202967840704638,8.85,1.42,496253.0,26119.0,1.23,19,11,8,57.89,16.0,8,4,7,2020/03/02,828.0,688.0,2019/12/02,1052.0,829.0,2019/06/02,1158.0,833.0,2018/06/02,1318.0,904.0
1107,4917,マンダム,化学,2164.0,2203.0,500,BUY,6501,日立製作所,電気機器,3600.0,3640.0,300,SELL,0.7908953140847331,0.9400282670160818,0.0003002646314430227,0.0051359420865381405,-1.4612064839762258,1.4612064839762258,1.4523726328318403,-8.52,0.87,495997.0,49600.0,2.69,10,6,4,60.0,17.0,3,0,7,2020/03/02,2310.0,3601.0,2019/12/02,2993.0,4252.0,2019/06/02,2636.0,3709.0,2018/06/02,3505.0,4005.5
1626,6326,クボタ,機械,1506.0,1537.5,600,SELL,9072,ニッコンホールディングス,陸運業,2164.0,2204.0,400,BUY,0.677245211722071,0.9265645995417496,0.4116230236056433,0.04539635724303412,1.03599588027949,1.03599588027949,0.8966274825769712,4.92,4.64,495935.0,35424.0,1.93,14,11,3,78.57,20.0,2,0,12,2020/03/02,1492.0,2089.0,2019/12/02,1707.0,2685.0,2019/06/02,1656.0,2456.0,2018/06/02,1840.0,3040.0
399,3407,旭化成,化学,857.2,877.9,1000,SELL,4917,マンダム,化学,2164.0,2203.0,400,BUY,0.7975373336581378,0.9584857669140757,0.014668633835262537,0.005094235723295964,1.2973034769185752,1.2973034769185752,1.0491777132101752,7.73,0.37,495737.0,30984.0,1.54,16,10,6,62.5,17.0,4,1,11,2020/03/02,889.4,2310.0,2019/12/02,1227.5,2993.0,2019/06/02,1091.5,2636.0,2018/06/02,1499.0,3505.0
1102,4917,マンダム,化学,2164.0,2203.0,400,SELL,8309,三井住友トラスト・ホールディングス,銀行業,3132.0,3163.0,300,BUY,0.599342879247176,0.9400927441941636,0.19483596484234278,0.02423202698208945,0.6938214964018756,0.6938214964018756,0.7689442134280008,3.37,7.13,495009.0,61876.0,3.48,8,7,1,87.5,17.0,4,0,4,2020/03/02,2310.0,3649.0,2019/12/02,2993.0,4246.0,2019/06/02,2636.0,3986.0,2018/06/02,3505.0,4698.0
1588,5334,日本特殊陶業,ガラス・土石製品,1751.0,1734.0,600,BUY,6361,荏原製作所,機械,2594.0,2614.0,400,SELL,0.9172270322131628,0.9274957657341502,0.010042687832368289,0.04509704227570959,-0.6430734381005607,0.6430734381005607,0.06330965551233121,-3.37,0.5,494883.0,61860.0,3.06,8,7,1,87.5,16.0,5,1,2,2020/03/02,1744.0,2547.0,2019/12/02,2192.0,3320.0,2019/06/02,1845.0,2741.0,2018/06/02,3095.0,3825.0
556,3291,飯田グループホールディングス,不動産業,1625.0,1645.0,600,SELL,4208,宇部興産,化学,1923.0,1922.0,500,BUY,0.7756528008988567,0.9539049742404856,0.025904181260414036,0.00253673195744059,0.7663466973670859,0.7663466973670859,0.7960324476834564,4.06,2.71,494266.0,49427.0,2.5,10,9,1,90.0,19.0,4,0,6,2020/03/02,1500.0,1940.0,2019/12/02,1911.0,2356.0,2019/06/02,1709.0,2029.0,2018/06/02,2116.0,3155.0
1233,5991,日本発條,金属製品,747.0,754.0,1400,BUY,7259,アイシン精機,輸送用機器,3455.0,3440.0,300,SELL,0.7762947731872748,0.9368232301223695,0.07318794874357283,0.06340659811344365,-1.2820643582260671,1.2820643582260671,1.3213376851605374,-9.15,2.29,491550.0,37812.0,2.3,13,10,3,76.92,18.0,4,0,9,2020/03/02,810.0,3410.0,2019/12/02,978.0,4235.0,2019/06/02,793.0,3585.0,2018/06/02,1103.0,5710.0
777,1662,石油資源開発,鉱業,2018.0,2039.0,500,BUY,7205,日野自動車,輸送用機器,747.0,756.0,1300,SELL,0.7917760653921018,0.9478854064368278,0.2974966089054736,0.07704857924077746,-0.9979018629280592,0.9979018629280592,0.8378457348394616,-9.3,3.6,491208.0,25853.0,1.24,19,13,6,68.42,17.0,6,3,10,2020/03/02,2292.0,890.0,2019/12/02,2850.0,1093.0,2019/06/02,2181.0,862.0,2018/06/02,2840.0,1238.0
2843,4471,三洋化成工業,化学,4960.0,4950.0,200,SELL,7867,タカラトミー,その他製品,921.0,938.0,1100,BUY,0.8841457031209352,0.8863558049781548,0.1270982284897842,0.025032290236744657,1.1971711426404554,1.1971711426404554,1.6482279305388592,6.58,4.22,490823.0,37756.0,2.1,13,9,4,69.23,16.0,5,2,6,2020/03/02,4410.0,933.0,2019/12/02,5450.0,1320.0,2019/06/02,5550.0,1277.0,2018/06/02,5260.0,980.0
2447,7976,三菱鉛筆,その他製品,1419.0,1493.0,500,BUY,9602,東宝,情報・通信業,3910.0,3985.0,200,SELL,0.5793399717621077,0.9010315115705165,0.07027656491728212,0.005048227220659159,-0.6372150008767226,0.6372150008767226,1.3301866676029792,-4.51,6.34,490634.0,37741.0,1.88,13,9,4,69.23,18.0,5,0,8,2020/03/02,1463.0,3380.0,2019/12/02,1712.0,4450.0,2019/06/02,1883.0,4695.0,2018/06/02,2299.0,3735.0
2865,2730,エディオン,小売業,989.0,992.0,700,BUY,6963,ローム,電気機器,7240.0,7320.0,100,SELL,0.8174877526801335,0.8855045582771249,0.17819103299059402,0.07730859627133688,-0.17555617004184618,0.17555617004184618,0.2190344310455685,-1.22,5.14,490541.0,37734.0,2.21,13,11,2,84.62,18.0,5,2,6,2020/03/02,917.0,7170.0,2019/12/02,1177.0,9100.0,2019/06/02,944.0,6750.0,2018/06/02,1133.0,10450.0
3568,2281,プリマハム,食料品,2634.0,2640.0,300,SELL,9989,サンドラッグ,小売業,3625.0,3680.0,200,BUY,0.6248361357244899,0.850702280720382,0.07924350669422059,0.008480920550577968,0.7739393732345372,0.7739393732345372,0.8726235735989659,4.64,7.61,490335.0,44576.0,2.26,11,9,2,81.82,16.0,5,2,4,2020/03/02,2300.0,3365.0,2019/12/02,2538.0,3920.0,2019/06/02,2064.0,2705.0,2018/06/02,3200.0,5000.0
288,1605,国際石油開発帝石,鉱業,753.2,757.0,1400,BUY,7205,日野自動車,輸送用機器,747.0,756.0,1400,SELL,0.8927312924715269,0.9625570814237832,0.1735915340624134,0.05111120367505959,-0.915088809688124,0.915088809688124,0.7365548361555379,-5.68,0.13,490215.0,30638.0,1.43,16,10,6,62.5,19.0,4,0,12,2020/03/02,927.7,890.0,2019/12/02,1071.0,1093.0,2019/06/02,862.3,862.0,2018/06/02,1232.5,1238.0
3154,6301,小松製作所,機械,2213.5,2220.5,400,SELL,8876,リログループ,サービス業,2376.0,2410.0,400,BUY,0.8224174214986556,0.8733093613053755,0.13000649639237227,0.06314991913619206,1.6265179154007119,1.6265179154007119,1.8652546386864852,7.45,7.86,490082.0,49008.0,2.44,10,9,1,90.0,16.0,5,1,4,2020/03/02,2150.0,2373.0,2019/12/02,2592.0,3005.0,2019/06/02,2373.0,2880.0,2018/06/02,3530.0,2833.0
3238,4401,ＡＤＥＫＡ,化学,1460.0,1495.0,600,BUY,5463,丸一鋼管,鉄鋼,2779.0,2801.0,300,SELL,0.6912225961227133,0.8690738272217099,0.2712371781113993,0.030277381922836518,-0.06555196597701783,0.06555196597701783,0.1972688133272721,-0.33,6.75,487514.0,40626.0,2.0,12,8,4,66.67,16.0,5,0,7,2020/03/02,1413.0,2566.0,2019/12/02,1645.0,3175.0,2019/06/02,1505.0,2780.0,2018/06/02,1973.0,3690.0
3561,7846,パイロットコーポレーション,その他製品,3710.0,3720.0,200,BUY,8020,兼松,卸売業,1358.0,1396.0,500,SELL,0.5583304489956387,0.8511623010076247,0.29412121742091923,0.0725123914815204,-1.7186215155127842,1.7186215155127842,1.6533353252535439,-15.61,6.18,487087.0,32472.0,1.81,15,11,4,73.33,18.0,4,1,10,2020/03/02,3520.0,1152.0,2019/12/02,4215.0,1409.0,2019/06/02,4005.0,1192.0,2018/06/02,5980.0,1775.0
2213,2531,宝ホールディングス,食料品,876.0,899.0,1200,SELL,6395,タダノ,機械,872.0,876.0,1200,BUY,0.8552012166604466,0.9085392434171252,3.539384993767515e-05,0.05216251854254593,1.0847821343481692,1.0847821343481692,0.6237561945947736,5.19,2.56,486570.0,32438.0,1.59,15,10,5,66.67,13.0,6,4,5,2020/03/02,828.0,876.0,2019/12/02,1052.0,1070.0,2019/06/02,1158.0,1018.0,2018/06/02,1318.0,1527.0
3433,3254,プレサンスコーポレーション,不動産業,1306.0,1309.0,800,SELL,3632,グリー,情報・通信業,457.0,456.0,2300,BUY,0.9137318711083197,0.8580179606493641,0.03481442274845752,0.08625957749146268,1.2720179845452468,1.2720179845452468,1.2504893182095187,8.02,0.15,486348.0,27019.0,1.29,18,11,7,61.11,20.0,4,0,14,2020/03/02,1155.0,433.0,2019/12/02,1752.0,516.0,2019/06/02,1352.0,486.0,2018/06/02,1777.0,647.0
1368,1833,奥村組,建設業,2617.0,2642.0,400,BUY,4471,三洋化成工業,化学,4960.0,4950.0,200,SELL,0.9076959590070434,0.9335585867267644,0.2585412449272102,0.02335004204215089,-1.1707626696915792,1.1707626696915792,1.414544991183898,-5.52,6.75,486319.0,81053.0,4.34,6,6,0,100.0,17.0,3,0,3,2020/03/02,2577.0,4410.0,2019/12/02,3080.0,5450.0,2019/06/02,3285.0,5550.0,2018/06/02,3710.0,5260.0
2583,4569,キョーリン製薬ホールディングス,医薬品,2296.0,2281.0,300,BUY,8279,ヤオコー,小売業,7170.0,7280.0,100,SELL,0.7952869119968099,0.8961005901142608,0.285772413091119,0.007184714494929252,-1.3666865391295486,1.3666865391295486,1.0733971327631486,-9.52,6.0,485514.0,53946.0,2.79,9,7,2,77.78,17.0,4,0,5,2020/03/02,2176.0,5710.0,2019/12/02,1858.0,5140.0,2019/06/02,1857.0,5190.0,2018/06/02,2281.0,5900.0
1530,6371,椿本チエイン,機械,2787.0,2837.0,300,BUY,9613,エヌ・ティ・ティ・データ,情報・通信業,1259.0,1271.0,700,SELL,0.8811217768301676,0.9292337379019806,0.013688540208640144,0.061096856411534874,-0.2765770483312482,0.2765770483312482,0.8319145814615122,-1.18,4.54,481743.0,32116.0,1.68,15,10,5,66.67,19.0,4,0,11,2020/03/02,2898.0,1298.0,2019/12/02,3790.0,1509.0,2019/06/02,3240.0,1301.0,2018/06/02,4340.0,1244.0
2937,1893,五洋建設,建設業,573.0,561.0,1900,BUY,2331,綜合警備保障,サービス業,5300.0,5370.0,200,SELL,0.8072606563162006,0.8821974860026428,0.303395073016792,0.040661444420152536,-0.27085139028079114,0.27085139028079114,0.1906237259283654,-1.72,0.75,481631.0,28331.0,1.59,17,12,5,70.59,20.0,3,0,14,2020/03/02,562.0,5060.0,2019/12/02,639.0,5890.0,2019/06/02,488.0,5240.0,2018/06/02,722.0,4935.0
1780,6361,荏原製作所,機械,2594.0,2614.0,400,BUY,6448,ブラザー工業,電気機器,2016.0,2064.0,500,SELL,0.9296411987120367,0.922370484506472,0.20058462529857524,0.03614755532796769,-0.3248663376600829,0.3248663376600829,0.37013921945312855,-1.6,1.3,481159.0,48116.0,2.57,10,9,1,90.0,19.0,2,0,8,2020/03/02,2547.0,1919.0,2019/12/02,3320.0,2195.0,2019/06/02,2741.0,1809.0,2018/06/02,3825.0,2340.0
3472,1719,安藤・間,建設業,718.0,706.0,1400,BUY,4182,三菱瓦斯化学,化学,1620.0,1640.0,600,SELL,0.6008620614295911,0.8563596741695062,0.14946342323668227,0.06987580752679004,-1.6709650901051276,1.6709650901051276,1.5007434741984005,-16.96,0.45,481022.0,34359.0,1.58,14,8,6,57.14,16.0,7,1,6,2020/03/02,778.0,1569.0,2019/12/02,902.0,1694.0,2019/06/02,709.0,1351.0,2018/06/02,969.0,2863.0
3540,1860,戸田建設,建設業,702.0,698.0,1400,BUY,3563,スシローグローバルホールディングス,小売業,2397.0,2361.0,400,SELL,0.6661909872806939,0.8525291619704027,0.19184719007596168,0.015245648708859486,-1.2794516676350691,1.2794516676350691,1.4063207604573726,-17.24,3.47,480830.0,30052.0,1.46,16,11,5,68.75,20.0,3,1,12,2020/03/02,643.0,2010.0,2019/12/02,679.0,2145.0,2019/06/02,602.0,1900.0,2018/06/02,986.0,1660.0
1268,3076,あい　ホールディングス,卸売業,1458.0,1452.0,700,BUY,7453,良品計画,小売業,1646.0,1668.0,600,SELL,0.714716319268734,0.9357723321024951,0.2771660648826445,0.08794679567277042,-1.724242865586317,1.724242865586317,1.6279978464031677,-20.23,1.56,480540.0,34324.0,1.63,14,8,6,57.14,19.0,6,0,8,2020/03/02,1515.0,1440.0,2019/12/02,1997.0,2506.0,2019/06/02,1625.0,1924.0,2018/06/02,2632.0,3680.0
3158,2281,プリマハム,食料品,2634.0,2640.0,400,BUY,5947,リンナイ,金属製品,9250.0,9400.0,100,SELL,0.8625955328573255,0.8730176408654303,0.09534639432205788,0.06966789286881257,-1.269117740818853,1.269117740818853,0.9971180605581164,-7.09,12.34,479422.0,53269.0,3.29,9,7,2,77.78,16.0,4,0,5,2020/03/02,2300.0,7190.0,2019/12/02,2538.0,8420.0,2019/06/02,2064.0,6950.0,2018/06/02,3200.0,10580.0
2234,4061,デンカ,化学,2700.0,2715.0,300,BUY,7276,小糸製作所,電気機器,4530.0,4665.0,200,SELL,0.7529689307176464,0.9078533553844149,0.0048300979503053424,0.07211414490065027,-1.535922655632702,1.535922655632702,1.176693171156999,-11.52,12.7,479391.0,43581.0,2.73,11,10,1,90.91,19.0,3,0,8,2020/03/02,2657.0,4095.0,2019/12/02,3255.0,5610.0,2019/06/02,3065.0,5030.0,2018/06/02,4005.0,8330.0
2915,1860,戸田建設,建設業,702.0,698.0,1400,BUY,4503,アステラス製薬,医薬品,1970.0,1932.5,500,SELL,0.7957008663075359,0.8831209107410247,0.05195163281075193,0.022002683501718554,-0.2930163675503728,0.2930163675503728,0.9374455649475356,-1.26,1.13,479300.0,29956.0,1.5,16,12,4,75.0,19.0,4,1,11,2020/03/02,643.0,1686.5,2019/12/02,679.0,1877.0,2019/06/02,602.0,1472.0,2018/06/02,986.0,1699.5
1607,6326,クボタ,機械,1506.0,1537.5,700,SELL,6395,タダノ,機械,872.0,876.0,1200,BUY,0.8669870840525247,0.9269471772607081,0.37558059949235,0.07691575580003748,1.034400222181249,1.034400222181249,0.7868582044247254,4.14,2.33,479173.0,34227.0,1.71,14,10,4,71.43,19.0,5,1,8,2020/03/02,1492.0,876.0,2019/12/02,1707.0,1070.0,2019/06/02,1656.0,1018.0,2018/06/02,1840.0,1527.0
2685,8020,兼松,卸売業,1358.0,1396.0,800,SELL,8341,七十七銀行,銀行業,1526.0,1540.0,700,BUY,0.7749556715189403,0.8921091374520191,0.3931337731254987,0.07092447618309546,1.6191731107528151,1.6191731107528151,1.4494316799252518,8.42,3.6,478683.0,31912.0,1.67,15,9,6,60.0,17.0,6,1,8,2020/03/02,1152.0,1394.0,2019/12/02,1409.0,1768.0,2019/06/02,1192.0,1586.0,2018/06/02,1775.0,2500.0
2862,3880,大王製紙,パルプ・紙,1464.0,1461.0,700,BUY,8267,イオン,小売業,2392.5,2401.5,400,SELL,0.67351831677638,0.885580996159565,0.26345270058777254,0.013831519101230047,-1.625683051179526,1.625683051179526,1.4496999587040726,-8.77,6.46,477997.0,29875.0,1.55,16,12,4,75.0,19.0,4,0,12,2020/03/02,1405.0,2040.5,2019/12/02,1484.0,2216.5,2019/06/02,1235.0,1854.0,2018/06/02,1570.0,2207.0
414,3076,あい　ホールディングス,卸売業,1458.0,1452.0,700,BUY,4205,日本ゼオン,化学,1031.0,1051.0,1000,SELL,0.8705631071738279,0.958025381824408,0.2677893007862384,0.02959056727529084,-1.5491000272448223,1.5491000272448223,1.376890494753782,-9.13,3.4,476983.0,29811.0,1.56,16,10,6,62.5,20.0,4,0,12,2020/03/02,1515.0,1014.0,2019/12/02,1997.0,1389.0,2019/06/02,1625.0,1007.0,2018/06/02,2632.0,1435.0
217,4005,住友化学,化学,339.0,340.0,3000,BUY,7202,いすゞ自動車,輸送用機器,1000.0,1013.5,1000,SELL,0.7991476019768798,0.9655720124848287,0.41123749069644083,0.007427865716624435,-2.1179977686285882,2.1179977686285882,1.8910029522097,-19.64,0.64,476854.0,39738.0,1.87,12,9,3,75.0,20.0,4,0,8,2020/03/02,387.0,986.4,2019/12/02,497.0,1275.5,2019/06/02,465.0,1221.5,2018/06/02,665.0,1536.0
1314,8309,三井住友トラスト・ホールディングス,銀行業,3132.0,3163.0,300,SELL,9513,電源開発,電気・ガス業,2019.0,2019.0,500,BUY,0.7157704973816204,0.9348841017346057,0.1850481759242657,0.054185260994869096,0.8673541495949936,0.8673541495949936,0.5246676853740253,3.91,6.39,476615.0,43329.0,2.32,11,8,3,72.73,17.0,3,0,8,2020/03/02,3649.0,2241.0,2019/12/02,4246.0,2644.0,2019/06/02,3986.0,2413.0,2018/06/02,4698.0,2868.0
202,3076,あい　ホールディングス,卸売業,1458.0,1452.0,700,BUY,6995,東海理化電機製作所,輸送用機器,1596.0,1633.0,600,SELL,0.8656516668399139,0.965955618019608,0.30173261230006915,0.004133379612781969,-2.087765002019947,2.087765002019947,1.6887140532785296,-8.99,3.74,476384.0,39699.0,1.88,12,9,3,75.0,17.0,4,0,8,2020/03/02,1515.0,1587.0,2019/12/02,1997.0,2125.0,2019/06/02,1625.0,1632.0,2018/06/02,2632.0,2157.0
2486,3101,東洋紡,繊維製品,1511.0,1513.0,400,SELL,6856,堀場製作所,電気機器,5910.0,5890.0,100,BUY,0.8100263331117636,0.8998541627155251,0.4796173390397903,0.03156113397201949,1.5407687598714104,1.5407687598714104,1.6235299688832363,10.62,2.75,475599.0,33971.0,1.92,14,9,5,64.29,18.0,5,1,8,2020/03/02,1338.0,5800.0,2019/12/02,1620.0,7380.0,2019/06/02,1149.0,4875.0,2018/06/02,1821.0,9040.0
1989,4202,ダイセル,化学,898.0,928.0,1100,BUY,8020,兼松,卸売業,1358.0,1396.0,700,SELL,0.82133168794543,0.9159604983019918,0.27702824836228285,0.035952578810336415,-2.041677714090817,2.041677714090817,2.000991160999732,-12.25,4.46,475417.0,26412.0,1.24,18,10,8,55.56,20.0,4,0,14,2020/03/02,891.0,1152.0,2019/12/02,1082.0,1409.0,2019/06/02,920.0,1192.0,2018/06/02,1251.0,1775.0
1122,6501,日立製作所,電気機器,3600.0,3640.0,300,SELL,8308,りそなホールディングス,銀行業,380.1,380.0,2900,BUY,0.8580597852754073,0.9396127036965966,0.04397212595542412,0.04466732567944492,0.7441056837864359,0.7441056837864359,0.28907753189158364,2.68,0.92,475413.0,27965.0,1.51,17,9,8,52.94,19.0,4,0,13,2020/03/02,3601.0,397.7,2019/12/02,4252.0,468.3,2019/06/02,3709.0,455.1,2018/06/02,4005.5,639.2
2765,3048,ビックカメラ,小売業,1125.0,1146.0,900,BUY,7453,良品計画,小売業,1646.0,1668.0,600,SELL,0.924962120600634,0.8891605015529763,0.39148093242682747,0.02780487160525215,-0.5731019666356436,0.5731019666356436,0.4265152678796222,-4.69,3.06,474548.0,31637.0,1.55,15,11,4,73.33,19.0,4,0,11,2020/03/02,974.0,1440.0,2019/12/02,1229.0,2506.0,2019/06/02,1096.0,1924.0,2018/06/02,1678.0,3680.0
1095,4917,マンダム,化学,2164.0,2203.0,400,BUY,6301,小松製作所,機械,2213.5,2220.5,400,SELL,0.727506181868205,0.9401838926576277,0.04157165723181662,0.0029991018873137642,-1.402932211062211,1.402932211062211,1.4563916358517757,-9.85,0.79,474501.0,47450.0,2.48,10,8,2,80.0,19.0,3,0,7,2020/03/02,2310.0,2150.0,2019/12/02,2993.0,2592.0,2019/06/02,2636.0,2373.0,2018/06/02,3505.0,3530.0
331,1662,石油資源開発,鉱業,2018.0,2039.0,500,SELL,8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,441.5,443.0,2300,BUY,0.7551774561460846,0.9607001943343714,0.43325519236962035,0.00195079669848218,0.15981939351590502,0.15981939351590502,0.07939711103789013,0.97,0.06,473965.0,26331.0,1.32,18,13,5,72.22,20.0,2,0,16,2020/03/02,2292.0,520.1,2019/12/02,2850.0,581.0,2019/06/02,2181.0,497.0,2018/06/02,2840.0,682.5
2998,1969,高砂熱学工業,建設業,1813.0,1826.0,600,SELL,8410,セブン銀行,銀行業,312.0,309.0,3500,BUY,0.8124319222540483,0.8797095673459822,0.06203478286821978,0.023790773754254792,0.3122249639856949,0.3122249639856949,0.4197434787104342,0.91,1.29,473639.0,31576.0,1.5,15,12,3,80.0,21.0,2,1,12,2020/03/02,1689.0,283.0,2019/12/02,1904.0,340.0,2019/06/02,1660.0,276.0,2018/06/02,2033.0,361.0
366,5711,三菱マテリアル,非鉄金属,2423.0,2486.0,400,BUY,6326,クボタ,機械,1506.0,1537.5,600,SELL,0.9156356564156393,0.9595101222393698,0.00851222863986268,0.023249249617467414,-0.4777744052121261,0.4777744052121261,0.7065063876924138,-1.6,7.23,473555.0,52617.0,2.88,9,9,0,100.0,19.0,3,0,6,2020/03/02,2395.0,1492.0,2019/12/02,2950.0,1707.0,2019/06/02,2769.0,1656.0,2018/06/02,3145.0,1840.0
