,SYM_A,SYM_A_NAME,SYM_A_INDUSTRY,SYM_B,SYM_B_NAME,SYM_B_INDUSTRY,CORR_3M,CORR_1Y,OPEN_A,CLOSE_A,OPEN_B,CLOSE_B,SIGMA,ABS_SIGMA,DEV_RATE,AXIS_LOT_SIZE,PAIR_LOT_SIZE,LOT_SIZE_DIFF,total_profit,average_profit,average_pl,total_times,plus_times,minus_times,pl_times
561,7762,シチズン時計,精密機器,8586,日立キャピタル,その他金融業,0.9182990637320704,0.9006173239017677,528.0,532.0,2235.0,2222.0,0.5457385744635829,0.5457385744635829,1.88,1700,400,1.76,79409.0,4963.0,0.25,16,8,8,50.0
670,6301,小松製作所,機械,6471,日本精工,機械,0.9081380167108116,0.9149963054358874,2487.0,2491.0,922.0,921.0,0.5440949014637926,0.5440949014637926,1.53,400,1100,1.68,154938.0,9114.0,0.54,17,11,6,64.71
297,7211,三菱自動車工業,輸送用機器,9810,日鉄物産,卸売業,0.9418336232381578,0.9187550631371784,491.0,487.0,4285.0,4260.0,0.5416410606652357,0.5416410606652357,1.91,1700,200,2.83,307585.0,17088.0,1.16,18,13,5,72.22
643,4202,ダイセル,化学,9003,相鉄ホールディングス,陸運業,0.9110807583337032,0.9241531449033408,909.0,912.0,2915.0,2869.0,0.5413462267708993,0.5413462267708993,2.24,900,300,4.64,188699.0,10483.0,0.58,18,10,8,55.56
436,4188,三菱ケミカルホールディングス,化学,8601,大和証券グループ本社,証券、商品先物取引業,0.929371727556914,0.9082460655785766,790.2,787.0,499.7,489.7,0.5394974061052211,0.5394974061052211,0.98,1200,1900,1.48,123009.0,6474.0,0.38,19,10,9,52.63
113,5214,日本電気硝子,ガラス・土石製品,7751,キヤノン,電気機器,0.9596150503686428,0.9198283289588888,2415.0,2393.0,2893.5,2926.0,-0.5365386738339442,0.5365386738339442,-2.23,400,300,9.05,-96508.0,-8773.0,-0.65,11,5,6,45.45
114,4507,塩野義製薬,医薬品,5406,神戸製鋼所,鉄鋼,0.9595742497002312,0.9312603634513712,5943.0,5841.0,588.0,587.0,0.531567274596443,0.531567274596443,3.91,100,1000,0.5,-154089.0,-7004.0,-0.62,22,9,13,40.91
524,5802,住友電気工業,非鉄金属,6371,椿本チエイン,機械,0.9219262219748908,0.9275719505925321,1390.0,1377.5,3520.0,3460.0,0.5223232669151672,0.5223232669151672,1.43,500,200,0.47,339149.0,22610.0,1.55,15,10,5,66.67
236,6371,椿本チエイン,機械,7762,シチズン時計,精密機器,0.9470312666531662,0.9426147243915826,3520.0,3460.0,528.0,532.0,0.5219948148665463,0.5219948148665463,1.14,200,1300,0.06,244249.0,12855.0,0.78,19,13,6,68.42
402,4005,住友化学,化学,5802,住友電気工業,非鉄金属,0.9325310959703084,0.942929923315624,496.0,493.0,1390.0,1377.5,-0.5218470277967849,0.5218470277967849,-1.61,2000,700,2.26,120678.0,7542.0,0.38,16,9,7,56.25
277,4507,塩野義製薬,医薬品,4581,大正製薬ホールディングス,医薬品,0.943707357989058,0.9172599575367896,5943.0,5841.0,8050.0,7890.0,-0.5215427328160815,0.5215427328160815,-1.34,100,100,25.97,0.0,0.0,0.0,0,0,0,0.0
544,5401,日本製鉄,鉄鋼,7181,かんぽ生命保険,保険業,0.9203800087188679,0.9102687377744244,1519.0,1525.5,1659.0,1649.0,-0.5195468531968421,0.5195468531968421,-1.93,600,600,7.49,-65149.0,-4343.0,-0.32,15,7,8,46.67
220,7731,ニコン,精密機器,9404,日本テレビホールディングス,情報・通信業,0.948276748510482,0.91445556089666,1360.0,1359.0,1428.0,1400.0,0.5167537815009482,0.5167537815009482,1.3,700,700,2.93,256073.0,15063.0,0.83,17,12,5,70.59
87,4061,デンカ,化学,8377,ほくほくフィナンシャルグループ,銀行業,0.9632421713140116,0.9191016048689432,3005.0,2942.0,1054.0,1053.0,-0.5111595006887734,0.5111595006887734,-1.61,300,800,4.55,-23863.0,-1256.0,-0.17,19,10,9,52.63
496,1911,住友林業,建設業,6923,スタンレー電気,電気機器,0.9241952500139434,0.9360886096153612,1471.0,1438.0,2889.0,2873.0,0.5111039314563277,0.5111039314563277,0.81,600,300,0.1,171718.0,9540.0,0.49,18,9,9,50.0
32,5020,ＪＸＴＧホールディングス,石油・石炭製品,5021,コスモエネルギーホールディングス,石油・石炭製品,0.9716129738738276,0.9424804371065436,499.5,500.0,2219.0,2237.0,-0.5105124968016821,0.5105124968016821,-1.68,1800,400,0.58,-57441.0,-3191.0,-0.13,18,10,8,55.56
50,5411,ジェイ　エフ　イー　ホールディングス,鉄鋼,7201,日産自動車,輸送用機器,0.9690849230923916,0.9557668699114712,1327.0,1310.0,693.3,685.9,-0.5102082106631358,0.5102082106631358,-1.9,700,1300,2.76,-261611.0,-13769.0,-0.86,19,7,12,36.84
640,4217,日立化成,化学,6750,エレコム,電気機器,0.9113546793282165,0.9145551745384684,3535.0,3495.0,4330.0,4285.0,0.5071037247307034,0.5071037247307034,2.08,200,200,18.44,55964.0,3997.0,0.18,14,8,6,57.14
145,6752,パナソニック,電気機器,7182,ゆうちょ銀行,銀行業,0.9559467374170224,0.9021934504478979,894.0,890.9,1062.0,1057.0,0.5057243074270773,0.5057243074270773,1.13,1100,900,3.02,150481.0,7524.0,0.4,20,11,9,55.0
471,7201,日産自動車,輸送用機器,9201,日本航空,空運業,0.9261731164540692,0.9269569154849409,693.3,685.9,3372.0,3322.0,-0.5045496860976886,0.5045496860976886,-2.33,1500,300,3.24,248957.0,13831.0,0.82,18,10,8,55.56
334,2531,宝ホールディングス,食料品,5020,ＪＸＴＧホールディングス,石油・石炭製品,0.9379165180964848,0.929925129488428,1089.0,1087.0,499.5,500.0,-0.4994481659344124,0.4994481659344124,-1.71,900,2000,2.22,226702.0,15113.0,0.78,15,10,5,66.67
446,2267,ヤクルト本社,食料品,8242,エイチ・ツー・オー　リテイリング,小売業,0.9286365191448352,0.9411778799180688,6320.0,6170.0,1228.0,1204.0,-0.4978273281379738,0.4978273281379738,-1.78,100,500,2.43,-144965.0,-11151.0,-0.79,13,5,8,38.46
499,6586,マキタ,機械,6752,パナソニック,電気機器,0.9240343047110704,0.9254052957542503,3350.0,3385.0,894.0,890.9,-0.4953083273239456,0.4953083273239456,-1.93,200,800,5.28,-57852.0,-4450.0,-0.27,13,7,6,53.85
581,1963,日揮,建設業,8316,三井住友フィナンシャルグループ,銀行業,0.9165394508657548,0.9124492279190342,1428.0,1413.0,3748.0,3733.0,0.4943737630835576,0.4943737630835576,1.99,500,200,5.37,282022.0,14843.0,0.84,19,12,7,63.16
225,4208,宇部興産,化学,5802,住友電気工業,非鉄金属,0.9479185994499691,0.9427278416274686,2197.0,2193.0,1390.0,1377.5,-0.4938778591465182,0.4938778591465182,-1.09,400,600,5.78,197164.0,14083.0,0.83,14,8,6,57.14
66,5020,ＪＸＴＧホールディングス,石油・石炭製品,7167,めぶきフィナンシャルグループ,銀行業,0.9667186452195748,0.9609553347596268,499.5,500.0,272.0,269.0,-0.4915814153696578,0.4915814153696578,-1.08,2000,3700,0.47,-79183.0,-4399.0,-0.23,18,8,10,44.44
178,6752,パナソニック,電気機器,8316,三井住友フィナンシャルグループ,銀行業,0.9524574217701496,0.9186959516722256,894.0,890.9,3748.0,3733.0,0.4873124412016458,0.4873124412016458,0.97,800,200,4.54,-200611.0,-12538.0,-0.71,16,6,10,37.5
675,3291,飯田グループホールディングス,不動産業,7182,ゆうちょ銀行,銀行業,0.9075824176470886,0.9172768256974696,1793.0,1764.0,1062.0,1057.0,0.4836215796183937,0.4836215796183937,1.13,500,800,4.13,-68992.0,-4058.0,-0.27,17,9,8,52.94
609,6471,日本精工,機械,7278,エクセディ,輸送用機器,0.9148031698169002,0.9058510602714086,922.0,921.0,2145.0,2119.0,0.4820729284557835,0.4820729284557835,1.29,900,400,2.21,-78580.0,-3742.0,-0.02,21,11,10,52.38
91,8242,エイチ・ツー・オー　リテイリング,小売業,9810,日鉄物産,卸売業,0.9629970745821252,0.9118735777867262,1228.0,1204.0,4285.0,4260.0,0.4795120809428745,0.4795120809428745,1.1,700,200,1.08,36696.0,2446.0,0.17,15,7,8,46.67
608,7261,マツダ,輸送用機器,7817,パラマウントベッドホールディングス,その他製品,0.914825322058088,0.9318473033775796,972.3,963.2,4130.0,3995.0,-0.4781634999957839,0.4781634999957839,-3.33,800,200,3.56,165135.0,9174.0,0.36,18,12,6,66.67
379,8002,丸紅,卸売業,8601,大和証券グループ本社,証券、商品先物取引業,0.9341676801712124,0.9393003365385316,736.0,727.9,499.7,489.7,-0.4763695605209157,0.4763695605209157,-0.82,1300,1900,1.67,113345.0,6667.0,0.37,17,10,7,58.82
69,6473,ジェイテクト,機械,7012,川崎重工業,輸送用機器,0.9657382942570087,0.9065313391608152,1268.0,1260.0,2420.0,2419.0,-0.472497508536988,0.472497508536988,-2.02,800,400,4.18,-24686.0,-1452.0,-0.12,17,9,8,52.94
23,8309,三井住友トラスト・ホールディングス,銀行業,8359,八十二銀行,銀行業,0.9745816820214064,0.9323253230906032,3930.0,3932.0,449.0,445.0,-0.468134221171494,0.468134221171494,-1.07,200,1800,1.86,-70449.0,-3914.0,-0.15,18,7,11,38.89
433,7182,ゆうちょ銀行,銀行業,9505,北陸電力,電気・ガス業,0.9296433822775562,0.9125104872948948,1062.0,1057.0,753.0,744.0,-0.4673342907063856,0.4673342907063856,-1.94,900,1300,1.67,-230521.0,-13560.0,-0.72,17,5,12,29.41
246,4208,宇部興産,化学,5991,日本発條,金属製品,0.9459632277644932,0.9080650904991796,2197.0,2193.0,837.0,834.0,-0.4649186860243584,0.4649186860243584,-1.21,400,1100,4.58,165246.0,10328.0,0.54,16,10,6,62.5
614,5020,ＪＸＴＧホールディングス,石油・石炭製品,6586,マキタ,機械,0.9140662862787235,0.9121469997618344,499.5,500.0,3350.0,3385.0,0.463873037083158,0.463873037083158,1.69,1400,200,3.4,24700.0,1647.0,0.3,15,9,6,60.0
611,5991,日本発條,金属製品,7267,本田技研工業,輸送用機器,0.9145305838437329,0.909198422176514,837.0,834.0,2855.0,2840.0,-0.4599994855325742,0.4599994855325742,-1.19,1000,300,2.11,-97925.0,-6528.0,-0.38,15,8,7,53.33
588,7013,ＩＨＩ,機械,7846,パイロットコーポレーション,その他製品,0.916069385083895,0.9699633517790156,2370.0,2371.0,4070.0,4020.0,-0.4596772554389664,0.4596772554389664,-2.17,300,200,11.53,238411.0,34059.0,2.12,7,6,1,85.71
625,4202,ダイセル,化学,7202,いすゞ自動車,輸送用機器,0.9130644861202069,0.9244879085721108,909.0,912.0,1237.5,1226.0,-0.4529205011985463,0.4529205011985463,-1.58,1100,800,2.28,236587.0,13917.0,0.81,17,10,7,58.82
160,4208,宇部興産,化学,6471,日本精工,機械,0.9545525685234484,0.9064708458060508,2197.0,2193.0,922.0,921.0,0.4514456852525438,0.4514456852525438,1.0,400,1000,4.99,230141.0,12113.0,0.73,19,12,7,63.16
142,5020,ＪＸＴＧホールディングス,石油・石炭製品,8795,Ｔ＆Ｄホールディングス,保険業,0.9562119293698921,0.9674521581913516,499.5,500.0,1158.5,1165.0,-0.4512718236475776,0.4512718236475776,-1.51,1900,800,1.93,-1233.0,-65.0,-0.0,19,10,9,52.63
618,6371,椿本チエイン,機械,6472,ＮＴＮ,機械,0.9136396324248888,0.9668247633242041,3520.0,3460.0,314.0,312.0,-0.4512314439654306,0.4512314439654306,-1.57,200,2200,0.81,48246.0,2838.0,0.07,17,10,7,58.82
485,7327,第四北越フィナンシャルグループ,銀行業,8795,Ｔ＆Ｄホールディングス,保険業,0.9249165056949628,0.9237476933024872,2761.0,2737.0,1158.5,1165.0,-0.44773311558864015,0.44773311558864015,-1.56,300,700,0.68,-108834.0,-36278.0,-2.38,3,0,3,0.0
140,4182,三菱瓦斯化学,化学,6995,東海理化電機製作所,輸送用機器,0.9563211214105344,0.931588585440384,1440.0,1434.0,1893.0,1860.0,-0.4475849043786477,0.4475849043786477,-1.44,600,500,7.48,-61196.0,-5100.0,-0.34,12,6,6,50.0
119,7846,パイロットコーポレーション,その他製品,8242,エイチ・ツー・オー　リテイリング,小売業,0.9590447162405072,0.9182865708439012,4070.0,4020.0,1228.0,1204.0,0.447566067709181,0.447566067709181,1.38,200,700,4.83,177107.0,11069.0,0.57,16,10,6,62.5
195,7167,めぶきフィナンシャルグループ,銀行業,7327,第四北越フィナンシャルグループ,銀行業,0.950319281124142,0.9539401473954664,272.0,269.0,2761.0,2737.0,0.4429988158066018,0.4429988158066018,1.06,3100,300,1.56,64321.0,32160.0,2.1,2,2,0,100.0
523,1942,関電工,建設業,8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,0.9219489688487,0.9025606164461288,990.0,981.0,558.0,554.1,0.442024655701098,0.442024655701098,0.63,1000,1800,1.67,143677.0,9578.0,0.55,15,7,8,46.67
349,7202,いすゞ自動車,輸送用機器,7211,三菱自動車工業,輸送用機器,0.9368751023732688,0.9321887799220534,1237.5,1226.0,491.0,487.0,0.4419742264712529,0.4419742264712529,1.31,800,2000,0.69,-71226.0,-3749.0,-0.16,19,8,11,42.11
473,5020,ＪＸＴＧホールディングス,石油・石炭製品,7013,ＩＨＩ,機械,0.9258390751963144,0.951121890734971,499.5,500.0,2370.0,2371.0,0.4402544109758317,0.4402544109758317,1.56,1900,400,0.17,-134010.0,-6700.0,-0.48,20,11,9,55.0
424,1820,西松建設,建設業,7211,三菱自動車工業,輸送用機器,0.9302159140172483,0.9536068304985368,2003.0,2005.0,491.0,487.0,-0.43983171916869,0.43983171916869,-1.21,400,1600,2.84,429505.0,28634.0,1.6,15,11,4,73.33
115,6178,日本郵政,サービス業,7181,かんぽ生命保険,保険業,0.9594257097204424,0.9430647093452832,1007.0,1006.0,1659.0,1649.0,-0.43782173563788224,0.43782173563788224,-1.25,1000,600,1.68,7396.0,322.0,-0.0,23,10,13,43.48
610,6472,ＮＴＮ,機械,6752,パナソニック,電気機器,0.9147635954551409,0.9513647915224984,314.0,312.0,894.0,890.9,0.4326564744378651,0.4326564744378651,1.38,3100,1100,1.31,-5993.0,-375.0,-0.08,16,7,9,43.75
509,5406,神戸製鋼所,鉄鋼,7201,日産自動車,輸送用機器,0.9231934029671768,0.979294041608136,588.0,587.0,693.3,685.9,-0.4322937509375883,0.4322937509375883,-2.36,1600,1400,2.19,304102.0,20273.0,1.05,15,11,4,73.33
219,4182,三菱瓦斯化学,化学,7272,ヤマハ発動機,輸送用機器,0.9483088203554983,0.9647491935034276,1440.0,1434.0,1980.0,1972.0,-0.4321063260513759,0.4321063260513759,-1.23,700,500,1.81,92247.0,6589.0,0.42,14,8,6,57.14
342,6371,椿本チエイン,機械,8316,三井住友フィナンシャルグループ,銀行業,0.9376013558280556,0.9078465019398158,3520.0,3460.0,3748.0,3733.0,0.4320460051524704,0.4320460051524704,0.92,200,200,7.31,-209294.0,-19027.0,-1.26,11,4,7,36.36
161,5406,神戸製鋼所,鉄鋼,8058,三菱商事,卸売業,0.954347177421408,0.912682554016598,588.0,587.0,2679.5,2673.0,-0.4295454638644496,0.4295454638644496,-2.84,1400,300,2.48,-109130.0,-5456.0,-0.3,20,9,11,45.0
548,7182,ゆうちょ銀行,銀行業,8377,ほくほくフィナンシャルグループ,銀行業,0.920122855510334,0.9090251694396544,1062.0,1057.0,1054.0,1053.0,0.4291235469244545,0.4291235469244545,1.74,900,900,0.38,-43617.0,-2423.0,-0.15,18,7,11,38.89
217,6301,小松製作所,機械,6473,ジェイテクト,機械,0.9483553453223628,0.9065628558886916,2487.0,2491.0,1268.0,1260.0,0.4275438550411284,0.4275438550411284,1.01,400,800,1.16,295383.0,19692.0,1.13,15,10,5,66.67
263,4118,カネカ,化学,5411,ジェイ　エフ　イー　ホールディングス,鉄鋼,0.944780473566592,0.9391518516552534,3395.0,3380.0,1327.0,1310.0,-0.4271977388127816,0.4271977388127816,-1.47,200,500,3.11,-285759.0,-19051.0,-1.26,15,7,8,46.67
204,5411,ジェイ　エフ　イー　ホールディングス,鉄鋼,8058,三菱商事,卸売業,0.9492168405529496,0.931558665162276,1327.0,1310.0,2679.5,2673.0,-0.4271302569740823,0.4271302569740823,-2.4,600,300,1.98,-93209.0,-5483.0,-0.3,17,8,9,47.06
176,8242,エイチ・ツー・オー　リテイリング,小売業,9505,北陸電力,電気・ガス業,0.9530529483237412,0.9224646837972296,1228.0,1204.0,753.0,744.0,-0.426637370532714,0.426637370532714,-1.89,800,1300,0.42,-237367.0,-13963.0,-0.8,17,6,11,35.29
42,3591,ワコールホールディングス,繊維製品,8359,八十二銀行,銀行業,0.9701027544937292,0.900982168010656,2826.0,2802.0,449.0,445.0,-0.4260103618268956,0.4260103618268956,-0.98,300,1900,0.58,-10083.0,-593.0,0.03,17,10,7,58.82
632,4005,住友化学,化学,6301,小松製作所,機械,0.9127542992813266,0.9106727985701388,496.0,493.0,2487.0,2491.0,-0.4253798302164647,0.4253798302164647,-1.09,2000,400,1.04,258182.0,13589.0,0.73,19,11,8,57.89
304,4005,住友化学,化学,6472,ＮＴＮ,機械,0.9410087788260424,0.9065028069410168,496.0,493.0,314.0,312.0,-0.42141509010235095,0.42141509010235095,-1.66,2000,3200,1.26,-66512.0,-3912.0,-0.22,17,6,11,35.29
528,4005,住友化学,化学,5301,東海カーボン,ガラス・土石製品,0.9214298402468499,0.9189220995526112,496.0,493.0,1099.0,1100.0,-0.4202068936079561,0.4202068936079561,-1.39,2000,900,0.4,179799.0,7817.0,0.44,23,14,9,60.87
351,8242,エイチ・ツー・オー　リテイリング,小売業,8377,ほくほくフィナンシャルグループ,銀行業,0.936044250297812,0.9208626736167456,1228.0,1204.0,1054.0,1053.0,0.4199529221742173,0.4199529221742173,1.79,800,900,1.61,34567.0,1571.0,0.04,22,11,11,50.0
655,1808,長谷工コーポレーション,建設業,8358,スルガ銀行,銀行業,0.9092311895700148,0.9030495084679996,1263.0,1267.0,457.0,456.0,-0.4191573428311501,0.4191573428311501,-1.54,700,1900,2.31,-138587.0,-5774.0,-0.29,24,11,13,45.83
408,5021,コスモエネルギーホールディングス,石油・石炭製品,8750,第一生命ホールディングス,保険業,0.9318534856999708,0.9362110725447528,2219.0,2237.0,1633.5,1640.0,-0.4153388120009705,0.4153388120009705,-2.22,400,500,8.36,251324.0,13228.0,0.77,19,12,7,63.16
442,2914,日本たばこ産業,食料品,4581,大正製薬ホールディングス,医薬品,0.9287640909030508,0.9535648121877977,2350.0,2363.5,8050.0,7890.0,0.4152813349385772,0.4152813349385772,0.94,300,100,10.13,-196563.0,-28080.0,-1.42,7,2,5,28.57
242,6481,ＴＨＫ,機械,6856,堀場製作所,電気機器,0.9462024667817259,0.9221058519242736,2874.0,2869.0,6250.0,6210.0,0.4126728759532951,0.4126728759532951,0.96,200,100,7.6,-45625.0,-4148.0,-0.12,11,6,5,54.55
298,1820,西松建設,建設業,6752,パナソニック,電気機器,0.9417949063134338,0.9014093318154448,2003.0,2005.0,894.0,890.9,-0.4121183092305968,0.4121183092305968,-1.48,400,900,0.02,128542.0,8569.0,0.49,15,9,6,60.0
635,8242,エイチ・ツー・オー　リテイリング,小売業,9003,相鉄ホールディングス,陸運業,0.9126165093693648,0.9014792695434296,1228.0,1204.0,2915.0,2869.0,0.4090184163950241,0.4090184163950241,1.57,700,300,2.08,-163008.0,-9056.0,-0.43,18,9,9,50.0
474,7259,アイシン精機,輸送用機器,7752,リコー,電気機器,0.9256577393944168,0.9011050966006526,3395.0,3415.0,994.0,989.0,0.4089055251439794,0.4089055251439794,1.5,200,700,1.36,271048.0,16940.0,0.83,16,11,5,68.75
213,3861,王子ホールディングス,パルプ・紙,4118,カネカ,化学,0.9487928888006512,0.94501101338019,520.0,513.0,3395.0,3380.0,0.40753140627965995,0.40753140627965995,1.48,1300,200,1.35,221079.0,11636.0,0.85,19,11,8,57.89
345,1963,日揮,建設業,5020,ＪＸＴＧホールディングス,石油・石炭製品,0.9374668348230424,0.9467647477870758,1428.0,1413.0,499.5,500.0,0.4030705207230447,0.4030705207230447,1.12,700,2000,1.1,42581.0,2241.0,0.15,19,9,10,47.37
396,5406,神戸製鋼所,鉄鋼,6674,ジーエス・ユアサ　コーポレーション,電気機器,0.9330179653129984,0.9057472062077552,588.0,587.0,1883.0,1870.0,-0.4026066181792607,0.4026066181792607,-2.35,1600,500,0.45,-136906.0,-8557.0,-0.37,16,6,10,37.5
709,8316,三井住友フィナンシャルグループ,銀行業,8377,ほくほくフィナンシャルグループ,銀行業,0.9049723647490584,0.9050927627018648,3748.0,3733.0,1054.0,1053.0,0.3990469464285123,0.3990469464285123,1.87,200,700,1.27,90616.0,4769.0,0.3,19,10,9,52.63
