,SYM_A,SYM_A_NAME,SYM_A_INDUSTRY,SYM_B,SYM_B_NAME,SYM_B_INDUSTRY,CORR_3M,CORR_1Y,OPEN_A,CLOSE_A,OPEN_B,CLOSE_B,SIGMA,ABS_SIGMA,DEV_RATE,AXIS_LOT_SIZE,PAIR_LOT_SIZE,LOT_SIZE_DIFF,total_profit,average_profit,average_pl,total_times,plus_times,minus_times,pl_times
28,5802,住友電気工業,非鉄金属,8359,八十二銀行,銀行業,0.9732475455900994,0.9027240565019192,1390.0,1377.5,449.0,445.0,-0.7944319195743059,0.7944319195743059,-2.3,700,2200,1.53,-221710.0,-14781.0,-0.8,15,5,10,33.33
252,5019,出光興産,石油・石炭製品,5393,ニチアス,ガラス・土石製品,0.945643027485476,0.9248014277909852,3210.0,3175.0,1902.0,1917.0,0.7903608357616886,0.7903608357616886,1.85,300,500,0.63,-220073.0,-18339.0,-1.04,12,3,9,25.0
353,4581,大正製薬ホールディングス,医薬品,7181,かんぽ生命保険,保険業,0.9359070313674362,0.956703437572466,8050.0,7890.0,1659.0,1649.0,0.7900022428481708,0.7900022428481708,4.42,100,500,4.5,88880.0,12697.0,0.94,7,5,2,71.43
35,3407,旭化成,化学,5393,ニチアス,ガラス・土石製品,0.9710964261774574,0.9017104488962296,1094.0,1069.0,1902.0,1917.0,-0.7883564622585051,0.7883564622585051,-2.85,900,500,0.38,794466.0,41814.0,2.31,19,17,2,89.47
20,6473,ジェイテクト,機械,7259,アイシン精機,輸送用機器,0.975300563890292,0.9212718472957822,1268.0,1260.0,3395.0,3415.0,0.7851662482761887,0.7851662482761887,2.38,500,200,7.76,157210.0,11229.0,0.68,14,7,7,50.0
566,8316,三井住友フィナンシャルグループ,銀行業,8586,日立キャピタル,その他金融業,0.9178068232147002,0.9515623718212918,3748.0,3733.0,2235.0,2222.0,0.7806979068534126,0.7806979068534126,2.13,200,300,10.72,88093.0,11012.0,0.69,8,5,3,62.5
390,7211,三菱自動車工業,輸送用機器,9201,日本航空,空運業,0.933714051285727,0.9004619166940485,491.0,487.0,3372.0,3322.0,0.7797649311850918,0.7797649311850918,3.65,2000,300,2.27,296433.0,19762.0,1.25,15,11,4,73.33
245,4202,ダイセル,化学,7259,アイシン精機,輸送用機器,0.9460858592936121,0.92542239122087,909.0,912.0,3395.0,3415.0,0.7746480636423416,0.7746480636423416,2.12,700,200,6.53,212912.0,13307.0,0.9,16,9,7,56.25
607,4004,昭和電工,化学,6471,日本精工,機械,0.9148356721819162,0.9059746517464378,2882.0,2867.0,922.0,921.0,-0.7728034359680129,0.7728034359680129,-3.15,300,900,3.63,-91642.0,-4166.0,-0.04,22,11,11,50.0
56,8316,三井住友フィナンシャルグループ,銀行業,8795,Ｔ＆Ｄホールディングス,保険業,0.9683885392384152,0.9081814184714136,3748.0,3733.0,1158.5,1165.0,-0.7685111064014793,0.7685111064014793,-2.45,200,600,6.38,-40428.0,-1925.0,-0.16,21,10,11,47.62
101,5802,住友電気工業,非鉄金属,7267,本田技研工業,輸送用機器,0.9612425733350812,0.9476165145436736,1390.0,1377.5,2855.0,2840.0,-0.7648273122422253,0.7648273122422253,-1.29,600,300,2.99,64649.0,3803.0,0.18,17,11,6,64.71
171,4061,デンカ,化学,5411,ジェイ　エフ　イー　ホールディングス,鉄鋼,0.9534240993642158,0.9177499190172242,3005.0,2942.0,1327.0,1310.0,0.7619029772413161,0.7619029772413161,3.4,300,700,3.9,86250.0,6161.0,0.4,14,10,4,71.43
515,4676,フジ・メディア・ホールディングス,情報・通信業,7278,エクセディ,輸送用機器,0.9225210950807724,0.9210325307112984,1426.0,1400.0,2145.0,2119.0,-0.7603924970886609,0.7603924970886609,-2.39,600,400,0.9,378696.0,21039.0,1.25,18,12,6,66.67
633,2768,双日,卸売業,7182,ゆうちょ銀行,銀行業,0.9126446288541032,0.9150536403184064,340.0,337.0,1062.0,1057.0,-0.7598270139131688,0.7598270139131688,-1.66,2800,900,0.81,58125.0,3229.0,0.18,18,13,5,72.22
150,2914,日本たばこ産業,食料品,7189,西日本フィナンシャルホールディングス,銀行業,0.9554755431841476,0.9280964681627462,2350.0,2363.5,752.0,758.0,-0.7591110493196648,0.7591110493196648,-3.59,400,1200,3.79,403695.0,19224.0,1.09,21,15,6,71.43
495,1820,西松建設,建設業,7846,パイロットコーポレーション,その他製品,0.9242537586885828,0.9024160153636612,2003.0,2005.0,4070.0,4020.0,-0.7456181070168781,0.7456181070168781,-1.79,400,200,0.25,-287497.0,-26136.0,-1.66,11,3,8,27.27
311,4182,三菱瓦斯化学,化学,6301,小松製作所,機械,0.94054265014645,0.9139675031249423,1440.0,1434.0,2487.0,2491.0,0.7325098153362801,0.7325098153362801,2.12,700,400,0.74,51961.0,3997.0,0.32,13,8,5,61.54
137,6472,ＮＴＮ,機械,6473,ジェイテクト,機械,0.9564848762247564,0.9473287610237114,314.0,312.0,1268.0,1260.0,0.7322814580443565,0.7322814580443565,1.53,2800,700,0.95,-23821.0,-1191.0,-0.05,20,10,10,50.0
320,3861,王子ホールディングス,パルプ・紙,9401,東京放送ホールディングス,情報・通信業,0.9394409918487628,0.9165798192111252,520.0,513.0,1801.0,1753.0,-0.7319260160186088,0.7319260160186088,-4.24,1700,500,0.5,595934.0,29797.0,1.65,20,14,6,70.0
308,7327,第四北越フィナンシャルグループ,銀行業,9810,日鉄物産,卸売業,0.9407888931830548,0.9200944138183349,2761.0,2737.0,4285.0,4260.0,0.7310085014918847,0.7310085014918847,2.06,300,200,3.63,-5790.0,-5790.0,-0.34,1,0,1,0.0
105,4202,ダイセル,化学,7189,西日本フィナンシャルホールディングス,銀行業,0.9608074597826952,0.9370774082505328,909.0,912.0,752.0,758.0,-0.7301210204848888,0.7301210204848888,-1.94,1000,1200,0.26,488486.0,23261.0,1.25,21,14,7,66.67
25,6473,ジェイテクト,機械,7762,シチズン時計,精密機器,0.9739815296174548,0.9172734580314992,1268.0,1260.0,528.0,532.0,0.7248888090118142,0.7248888090118142,1.08,700,1700,2.54,89963.0,5998.0,0.33,15,9,6,60.0
384,7278,エクセディ,輸送用機器,9505,北陸電力,電気・ガス業,0.9339997945062763,0.9114355977008912,2145.0,2119.0,753.0,744.0,-0.7231946688533699,0.7231946688533699,-2.78,400,1100,3.45,163259.0,7421.0,0.49,22,14,8,63.64
620,8273,イズミ,小売業,8309,三井住友トラスト・ホールディングス,銀行業,0.9134634342569968,0.9203381165052766,4405.0,4310.0,3930.0,3932.0,-0.7228435126761078,0.7228435126761078,-1.8,200,200,8.77,80179.0,80179.0,4.84,1,1,0,100.0
155,4182,三菱瓦斯化学,化学,5991,日本発條,金属製品,0.9549673219578192,0.9051468957564868,1440.0,1434.0,837.0,834.0,0.7223344526298175,0.7223344526298175,1.54,600,1000,3.07,211214.0,11734.0,0.62,18,11,7,61.11
214,4208,宇部興産,化学,7259,アイシン精機,輸送用機器,0.9487296793749654,0.9379546224903608,2197.0,2193.0,3395.0,3415.0,0.7222026242286794,0.7222026242286794,2.83,300,200,3.67,131488.0,10957.0,0.67,12,7,5,58.33
312,3116,トヨタ紡織,輸送用機器,8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,0.940437089362152,0.9174651334562952,1500.0,1512.0,558.0,554.1,-0.7188185822271254,0.7188185822271254,-0.96,600,1600,2.28,-82781.0,-6368.0,-0.39,13,7,6,53.85
502,7327,第四北越フィナンシャルグループ,銀行業,7984,コクヨ,その他製品,0.9238717077751988,0.9343844024254636,2761.0,2737.0,1530.0,1519.0,-0.7142051389202362,0.7142051389202362,-2.54,300,500,7.5,111251.0,55626.0,3.38,2,2,0,100.0
313,6995,東海理化電機製作所,輸送用機器,8078,阪和興業,卸売業,0.9404115228229938,0.9176793709227798,1893.0,1860.0,3015.0,3025.0,0.7085819634429662,0.7085819634429662,1.57,500,300,2.48,-35763.0,-2554.0,-0.21,14,7,7,50.0
169,4114,日本触媒,化学,5214,日本電気硝子,ガラス・土石製品,0.9536287288362212,0.9404645464422404,6310.0,6220.0,2415.0,2393.0,-0.7051311268334187,0.7051311268334187,-2.2,100,300,15.42,14130.0,1570.0,0.05,9,4,5,44.44
162,7180,九州フィナンシャルグループ,銀行業,8385,伊予銀行,銀行業,0.9543442891787118,0.9302297714255278,450.0,443.0,584.0,573.0,-0.70411814069802,0.70411814069802,-1.46,2200,1700,0.05,-134415.0,-7074.0,-0.38,19,7,12,36.84
700,7189,西日本フィナンシャルホールディングス,銀行業,8359,八十二銀行,銀行業,0.9056980665032504,0.9073143420188444,752.0,758.0,449.0,445.0,-0.6941442504112454,0.6941442504112454,-2.24,1300,2200,0.65,-209255.0,-9512.0,-0.5,22,8,14,36.36
240,7211,三菱自動車工業,輸送用機器,7278,エクセディ,輸送用機器,0.9465825932648112,0.9335186368702024,491.0,487.0,2145.0,2119.0,0.6915816717935911,0.6915816717935911,1.7,1700,400,2.32,405528.0,31194.0,1.77,13,11,2,84.62
753,6724,セイコーエプソン,電気機器,8316,三井住友フィナンシャルグループ,銀行業,0.9002933482163599,0.9005570019760817,1524.0,1532.0,3748.0,3733.0,-0.6906186766277571,0.6906186766277571,-3.69,500,200,2.6,25941.0,1729.0,-0.05,15,8,7,53.33
63,2768,双日,卸売業,7211,三菱自動車工業,輸送用機器,0.967079419676626,0.9023462948989208,340.0,337.0,491.0,487.0,-0.6904424640547001,0.6904424640547001,-2.63,2900,2000,0.34,38432.0,1922.0,0.09,20,9,11,45.0
318,7182,ゆうちょ銀行,銀行業,7189,西日本フィナンシャルホールディングス,銀行業,0.9395279141202546,0.9561356147826772,1062.0,1057.0,752.0,758.0,-0.6887016897067689,0.6887016897067689,-2.76,900,1300,3.58,-27991.0,-1647.0,-0.06,17,8,9,47.06
579,1820,西松建設,建設業,9201,日本航空,空運業,0.9165842997388958,0.9125822744334048,2003.0,2005.0,3372.0,3322.0,0.6801202822098555,0.6801202822098555,2.57,500,300,0.59,194299.0,17664.0,1.12,11,8,3,72.73
494,9003,相鉄ホールディングス,陸運業,9505,北陸電力,電気・ガス業,0.9242740883018168,0.9337720519106556,2915.0,2869.0,753.0,744.0,-0.6751445312022171,0.6751445312022171,-3.63,300,1200,3.73,3244.0,147.0,0.07,22,11,11,50.0
631,2267,ヤクルト本社,食料品,9505,北陸電力,電気・ガス業,0.9127774551847372,0.9268189437329892,6320.0,6170.0,753.0,744.0,-0.6722739245627425,0.6722739245627425,-3.69,100,800,3.53,-122202.0,-5555.0,-0.44,22,9,13,40.91
419,7182,ゆうちょ銀行,銀行業,9003,相鉄ホールディングス,陸運業,0.9305578612580993,0.9427849354436488,1062.0,1057.0,2915.0,2869.0,0.6703461701203166,0.6703461701203166,1.56,800,300,1.75,-9178.0,-510.0,0.02,18,10,8,55.56
203,4401,ＡＤＥＫＡ,化学,8058,三菱商事,卸売業,0.9493993884751551,0.9076751146234742,1375.0,1350.0,2679.5,2673.0,-0.6697055174592966,0.6697055174592966,-3.82,600,300,1.01,46375.0,2898.0,0.19,16,8,8,50.0
571,6178,日本郵政,サービス業,7201,日産自動車,輸送用機器,0.9170901886025942,0.9186605341639524,1007.0,1006.0,693.3,685.9,-0.6663610528144153,0.6663610528144153,-2.61,900,1300,1.52,87746.0,4618.0,0.25,19,9,10,47.37
14,6752,パナソニック,電気機器,8242,エイチ・ツー・オー　リテイリング,小売業,0.9781118196274432,0.9049577547062534,894.0,890.9,1228.0,1204.0,0.6644536325892288,0.6644536325892288,1.08,1100,800,1.74,34009.0,1790.0,0.07,19,11,8,57.89
372,1820,西松建設,建設業,9505,北陸電力,電気・ガス業,0.934787095830746,0.9282175622442562,2003.0,2005.0,753.0,744.0,-0.6633095477578544,0.6633095477578544,-2.16,400,1100,2.04,-5932.0,-297.0,-0.03,20,8,12,40.0
112,7013,ＩＨＩ,機械,8795,Ｔ＆Ｄホールディングス,保険業,0.9597255311159592,0.968982110253571,2370.0,2371.0,1158.5,1165.0,-0.6614128186881472,0.6614128186881472,-3.25,400,800,1.73,140400.0,7389.0,0.46,19,11,8,57.89
593,2531,宝ホールディングス,食料品,9505,北陸電力,電気・ガス業,0.9157078382846554,0.9110870812697186,1089.0,1087.0,753.0,744.0,-0.6598197165323416,0.6598197165323416,-2.48,900,1300,1.13,-439297.0,-24405.0,-1.32,18,4,14,22.22
380,7167,めぶきフィナンシャルグループ,銀行業,8309,三井住友トラスト・ホールディングス,銀行業,0.93416702882103,0.956532566195274,272.0,269.0,3930.0,3932.0,-0.6594883895678755,0.6594883895678755,-1.68,2900,200,0.8,-59509.0,-3967.0,-0.21,15,7,8,46.67
546,5803,フジクラ,非鉄金属,6995,東海理化電機製作所,輸送用機器,0.92021642757512,0.9138734628985022,411.0,415.0,1893.0,1860.0,0.6508882961675992,0.6508882961675992,2.86,2200,500,1.83,-304414.0,-14496.0,-0.81,21,10,11,47.62
386,4061,デンカ,化学,5406,神戸製鋼所,鉄鋼,0.9338765307428596,0.9032445904281514,3005.0,2942.0,588.0,587.0,0.6455837983282197,0.6455837983282197,3.69,300,1500,0.24,96578.0,5681.0,0.33,17,11,6,64.71
269,4005,住友化学,化学,8002,丸紅,卸売業,0.9443664118069164,0.9267625256529805,496.0,493.0,736.0,727.9,-0.644274179634242,0.644274179634242,-1.1,1900,1300,1.01,-152148.0,-10143.0,-0.55,15,6,9,40.0
232,7189,西日本フィナンシャルホールディングス,銀行業,8242,エイチ・ツー・オー　リテイリング,小売業,0.9472981159774904,0.9584314129588992,752.0,758.0,1228.0,1204.0,0.6415046074283238,0.6415046074283238,2.48,1300,800,2.3,234277.0,13781.0,0.74,17,11,6,64.71
461,4182,三菱瓦斯化学,化学,7186,コンコルディア・フィナンシャルグループ,銀行業,0.9272769336693408,0.9125555516451364,1440.0,1434.0,419.0,418.0,-0.6392312660411454,0.6392312660411454,-1.74,600,2100,2.02,17508.0,973.0,0.18,18,9,9,50.0
453,5401,日本製鉄,鉄鋼,8058,三菱商事,卸売業,0.927910652609394,0.9234865072762526,1519.0,1525.5,2679.5,2673.0,-0.6379527212387278,0.6379527212387278,-3.79,500,300,4.88,-86635.0,-6188.0,-0.34,14,5,9,35.71
344,3591,ワコールホールディングス,繊維製品,8341,七十七銀行,銀行業,0.9375318081724122,0.901231131380864,2826.0,2802.0,1659.0,1618.0,-0.6369938479822377,0.6369938479822377,-2.08,300,500,3.76,5262.0,405.0,0.07,13,6,7,46.15
258,4118,カネカ,化学,8058,三菱商事,卸売業,0.9452694982559302,0.9419324583368328,3395.0,3380.0,2679.5,2673.0,-0.6354251065060981,0.6354251065060981,-3.88,200,300,18.62,143659.0,13060.0,0.75,11,7,4,63.64
741,2531,宝ホールディングス,食料品,7327,第四北越フィナンシャルグループ,銀行業,0.9014568886950884,0.9144438363602356,1089.0,1087.0,2761.0,2737.0,-0.6349970654753202,0.6349970654753202,-1.64,800,300,5.91,63377.0,21126.0,1.42,3,2,1,66.67
341,2001,日本製粉,食料品,7261,マツダ,輸送用機器,0.9377053960523808,0.9102924008337356,1728.0,1697.0,972.3,963.2,0.6347529179666368,0.6347529179666368,4.1,500,900,2.17,26409.0,1200.0,0.08,22,12,10,54.55
395,4182,三菱瓦斯化学,化学,8002,丸紅,卸売業,0.9330646719302212,0.969162815189736,1440.0,1434.0,736.0,727.9,0.6335911640106955,0.6335911640106955,2.08,600,1200,1.52,16985.0,849.0,0.0,20,12,8,60.0
357,5393,ニチアス,ガラス・土石製品,6371,椿本チエイン,機械,0.9355751894078459,0.91304076691909,1902.0,1917.0,3520.0,3460.0,0.6328652729675086,0.6328652729675086,1.48,400,200,10.81,299274.0,24940.0,1.56,12,8,4,66.67
531,1820,西松建設,建設業,4581,大正製薬ホールディングス,医薬品,0.9212714856743744,0.9518377407619422,2003.0,2005.0,8050.0,7890.0,0.6328594202168609,0.6328594202168609,1.45,400,100,1.65,-94943.0,-11868.0,-0.63,8,4,4,50.0
310,6952,カシオ計算機,電気機器,8604,野村ホールディングス,証券、商品先物取引業,0.9405893817277288,0.9086070310367969,1674.0,1671.0,468.2,461.3,0.6296264775554606,0.6296264775554606,2.21,500,1800,0.62,118597.0,7412.0,0.37,16,9,7,56.25
326,3099,三越伊勢丹ホールディングス,小売業,7182,ゆうちょ銀行,銀行業,0.9388139709764368,0.9359554943578372,882.0,866.0,1062.0,1057.0,0.6283123156997652,0.6283123156997652,1.43,1100,900,0.14,324463.0,16223.0,0.88,20,14,6,70.0
276,7012,川崎重工業,輸送用機器,7762,シチズン時計,精密機器,0.9438697580847204,0.90285295864169,2420.0,2419.0,528.0,532.0,0.6271850333145442,0.6271850333145442,2.86,400,1800,1.03,249338.0,15584.0,0.94,16,9,7,56.25
278,9072,ニッコンホールディングス,陸運業,9810,日鉄物産,卸売業,0.9436234398792788,0.9286947633273144,2543.0,2500.0,4285.0,4260.0,0.6257820295327742,0.6257820295327742,1.07,300,200,11.97,180981.0,12065.0,0.92,15,10,5,66.67
124,7186,コンコルディア・フィナンシャルグループ,銀行業,8750,第一生命ホールディングス,保険業,0.9586210648280108,0.9439985078791988,419.0,418.0,1633.5,1640.0,0.6232928455268796,0.6232928455268796,1.17,2400,600,1.95,232091.0,16578.0,0.97,14,8,6,57.14
21,3099,三越伊勢丹ホールディングス,小売業,8242,エイチ・ツー・オー　リテイリング,小売業,0.9751129255121468,0.9753205659225594,882.0,866.0,1228.0,1204.0,0.6207438018664094,0.6207438018664094,1.37,1100,800,1.1,186752.0,14366.0,0.81,13,9,4,69.23
47,6752,パナソニック,電気機器,7259,アイシン精機,輸送用機器,0.9694263929117808,0.9090480308100016,894.0,890.9,3395.0,3415.0,0.6166505967164142,0.6166505967164142,2.47,800,200,4.35,152412.0,11724.0,0.58,13,6,7,46.15
132,3291,飯田グループホールディングス,不動産業,5991,日本発條,金属製品,0.9576476236396444,0.9013766624733299,1793.0,1764.0,837.0,834.0,-0.6150886436804235,0.6150886436804235,-1.57,500,1100,4.01,236572.0,10753.0,0.57,22,14,8,63.64
118,7167,めぶきフィナンシャルグループ,銀行業,7211,三菱自動車工業,輸送用機器,0.9592740627849052,0.9179424605615732,272.0,269.0,491.0,487.0,0.6141860549163054,0.6141860549163054,1.2,3600,2000,0.57,2525.0,140.0,0.02,18,10,8,55.56
243,5020,ＪＸＴＧホールディングス,石油・石炭製品,7278,エクセディ,輸送用機器,0.9461967941155922,0.921356984849153,499.5,500.0,2145.0,2119.0,0.6062155806342415,0.6062155806342415,1.86,1700,400,0.28,-3307.0,-144.0,-0.13,23,11,12,47.83
272,7180,九州フィナンシャルグループ,銀行業,7186,コンコルディア・フィナンシャルグループ,銀行業,0.943988763085666,0.9360798795461912,450.0,443.0,419.0,418.0,-0.6023832411674385,0.6023832411674385,-1.7,2200,2300,1.35,11396.0,543.0,0.02,21,11,10,52.38
430,2784,アルフレッサ　ホールディングス,卸売業,9956,バローホールディングス,小売業,0.9298997544186112,0.9074719525486962,2468.0,2452.0,1880.0,1858.0,0.602277512870884,0.602277512870884,4.12,400,500,5.28,-28357.0,-2026.0,-0.19,14,7,7,50.0
65,7189,西日本フィナンシャルホールディングス,銀行業,7327,第四北越フィナンシャルグループ,銀行業,0.9670161488453032,0.9309794198326352,752.0,758.0,2761.0,2737.0,0.5981863367469682,0.5981863367469682,1.55,1100,300,1.55,81574.0,27191.0,1.85,3,2,1,66.67
239,4507,塩野義製薬,医薬品,7201,日産自動車,輸送用機器,0.9466785779779152,0.9223804192346032,5943.0,5841.0,693.3,685.9,0.5974112792127931,0.5974112792127931,2.01,100,900,5.69,-16884.0,-804.0,-0.04,21,11,10,52.38
369,8308,りそなホールディングス,銀行業,8309,三井住友トラスト・ホールディングス,銀行業,0.9349687609130912,0.9352043821853128,470.1,468.9,3930.0,3932.0,0.5967522888536689,0.5967522888536689,1.55,1700,200,1.36,-85456.0,-5697.0,-0.36,15,7,8,46.67
201,5802,住友電気工業,非鉄金属,6752,パナソニック,電気機器,0.9497412002434094,0.9070164600589822,1390.0,1377.5,894.0,890.9,0.593933887817564,0.593933887817564,1.39,700,1100,1.63,-193817.0,-10768.0,-0.61,18,6,12,33.33
746,4182,三菱瓦斯化学,化学,9505,北陸電力,電気・ガス業,0.9007623678387638,0.9024945503513248,1440.0,1434.0,753.0,744.0,0.5884619086515398,0.5884619086515398,2.32,600,1200,3.77,-237362.0,-9494.0,-0.5,25,12,13,48.0
51,5214,日本電気硝子,ガラス・土石製品,7261,マツダ,輸送用機器,0.9689142900032759,0.9119795554743658,2415.0,2393.0,972.3,963.2,0.586474277613585,0.586474277613585,1.33,400,1000,0.63,-277934.0,-12084.0,-0.71,23,11,12,47.83
294,4202,ダイセル,化学,5991,日本発條,金属製品,0.9420137187956976,0.9372947203610392,909.0,912.0,837.0,834.0,-0.5862274282201009,0.5862274282201009,-2.01,1000,1100,0.59,405621.0,22534.0,1.16,18,12,6,66.67
111,4507,塩野義製薬,医薬品,5411,ジェイ　エフ　イー　ホールディングス,鉄鋼,0.9597622562374926,0.9158042197748386,5943.0,5841.0,1327.0,1310.0,0.5846454039817143,0.5846454039817143,3.63,100,400,10.29,-151845.0,-12654.0,-0.93,12,3,9,25.0
599,5393,ニチアス,ガラス・土石製品,7327,第四北越フィナンシャルグループ,銀行業,0.915349472910443,0.9432540028036196,1902.0,1917.0,2761.0,2737.0,0.5822671368200729,0.5822671368200729,1.53,400,300,6.61,147321.0,29464.0,1.55,5,3,2,60.0
421,6752,パナソニック,電気機器,8377,ほくほくフィナンシャルグループ,銀行業,0.9303946045261504,0.9293912882241234,894.0,890.9,1054.0,1053.0,0.5809571739768863,0.5809571739768863,2.83,1100,900,3.41,-233579.0,-12294.0,-0.7,19,7,12,36.84
361,5901,東洋製罐グループホールディングス,金属製品,7181,かんぽ生命保険,保険業,0.9354124247561894,0.9027389243523511,1700.0,1685.0,1659.0,1649.0,-0.5805432668469203,0.5805432668469203,-2.66,500,500,2.14,-289934.0,-18121.0,-1.09,16,3,13,18.75
723,4188,三菱ケミカルホールディングス,化学,8411,みずほフィナンシャルグループ,銀行業,0.9033703681353424,0.9093364943967552,790.2,787.0,167.2,166.9,-0.5790486371645582,0.5790486371645582,-1.15,1200,5700,0.73,2147.0,107.0,0.0,20,8,12,40.0
731,8242,エイチ・ツー・オー　リテイリング,小売業,8273,イズミ,小売業,0.9024874929194208,0.9516220716772479,1228.0,1204.0,4405.0,4310.0,-0.5781957258395177,0.5781957258395177,-2.05,700,200,2.23,-18693.0,-1246.0,-0.12,15,7,8,46.67
365,4202,ダイセル,化学,5802,住友電気工業,非鉄金属,0.9351280691944328,0.9267606127177797,909.0,912.0,1390.0,1377.5,-0.5771071177648366,0.5771071177648366,-1.89,1100,700,4.04,61639.0,3626.0,0.15,17,10,7,58.82
208,6471,日本精工,機械,7259,アイシン精機,輸送用機器,0.9490911097356582,0.9362680359506164,922.0,921.0,3395.0,3415.0,0.5762723065917288,0.5762723065917288,1.85,700,200,5.61,108965.0,5448.0,0.37,20,12,8,60.0
560,6471,日本精工,機械,8002,丸紅,卸売業,0.9185328952203086,0.9079461484035074,922.0,921.0,736.0,727.9,-0.5711630879809899,0.5711630879809899,-1.67,1000,1300,2.74,-410409.0,-17100.0,-0.94,24,6,18,25.0
497,4581,大正製薬ホールディングス,医薬品,8242,エイチ・ツー・オー　リテイリング,小売業,0.9240747612214671,0.951242747828034,8050.0,7890.0,1228.0,1204.0,-0.5671162176926994,0.5671162176926994,-1.87,100,700,6.82,-146224.0,-14622.0,-0.79,10,5,5,50.0
520,2267,ヤクルト本社,食料品,4202,ダイセル,化学,0.9221588710516854,0.9291338290964462,6320.0,6170.0,909.0,912.0,-0.5655806006035974,0.5655806006035974,-2.53,100,700,3.47,220740.0,10034.0,0.68,22,14,8,63.64
697,4061,デンカ,化学,7259,アイシン精機,輸送用機器,0.9059145873860792,0.9069919297193192,3005.0,2942.0,3395.0,3415.0,-0.5620054097354812,0.5620054097354812,-2.05,200,200,13.85,104961.0,11662.0,0.72,9,7,2,77.78
407,5991,日本発條,金属製品,6371,椿本チエイン,機械,0.9322650766096244,0.9117225022036376,837.0,834.0,3520.0,3460.0,0.5598844325489555,0.5598844325489555,1.54,800,200,3.58,106088.0,5584.0,0.42,19,10,9,52.63
539,6371,椿本チエイン,機械,7259,アイシン精機,輸送用機器,0.9208399198691014,0.9402235086177396,3520.0,3460.0,3395.0,3415.0,0.5593650923656914,0.5593650923656914,2.4,200,200,1.3,275336.0,34417.0,2.15,8,6,2,75.0
381,2531,宝ホールディングス,食料品,6752,パナソニック,電気機器,0.9341450880255292,0.925753568736611,1089.0,1087.0,894.0,890.9,-0.5585114648992394,0.5585114648992394,-1.77,900,1100,0.17,-147852.0,-8697.0,-0.48,17,9,8,52.94
657,5991,日本発條,金属製品,7211,三菱自動車工業,輸送用機器,0.9089305688973629,0.9154412432013782,837.0,834.0,491.0,487.0,0.5557795239226554,0.5557795239226554,1.72,1100,1900,0.86,173353.0,10835.0,0.6,16,9,7,56.25
686,7211,三菱自動車工業,輸送用機器,9003,相鉄ホールディングス,陸運業,0.9066190126298854,0.9250556710997628,491.0,487.0,2915.0,2869.0,0.5534140885788053,0.5534140885788053,2.38,1800,300,1.85,-100205.0,-5567.0,-0.2,18,8,10,44.44
122,5019,出光興産,石油・石炭製品,7186,コンコルディア・フィナンシャルグループ,銀行業,0.9587420426590982,0.9058653823926628,3210.0,3175.0,419.0,418.0,-0.5531672548678765,0.5531672548678765,-1.48,300,2300,0.93,-76087.0,-3308.0,-0.3,23,11,12,47.83
156,6752,パナソニック,電気機器,8795,Ｔ＆Ｄホールディングス,保険業,0.9549398492564748,0.94786080162233,894.0,890.9,1158.5,1165.0,-0.5525230983550979,0.5525230983550979,-1.42,1000,800,4.41,-6723.0,-395.0,-0.02,17,8,9,47.06
322,7189,西日本フィナンシャルホールディングス,銀行業,9072,ニッコンホールディングス,陸運業,0.9393570891751156,0.908101422765138,752.0,758.0,2543.0,2500.0,0.5522327466444685,0.5522327466444685,2.49,1300,400,1.46,295651.0,16425.0,1.01,18,14,4,77.78
574,6586,マキタ,機械,7327,第四北越フィナンシャルグループ,銀行業,0.916899217617998,0.9288653279069408,3350.0,3385.0,2761.0,2737.0,-0.5522085205329377,0.5522085205329377,-1.8,200,200,19.14,31250.0,31250.0,1.95,1,1,0,100.0
582,5706,三井金属鉱業,非鉄金属,6361,荏原製作所,機械,0.9164458030954756,0.9131860872391876,2570.0,2552.0,2874.0,2865.0,0.5517443073758109,0.5517443073758109,1.62,300,300,10.92,50112.0,6264.0,-0.04,8,5,3,62.5
591,5301,東海カーボン,ガラス・土石製品,6988,日東電工,化学,0.9158753337995782,0.9213987137345095,1099.0,1100.0,5218.0,5203.0,0.5503045900410548,0.5503045900410548,1.84,500,100,5.71,-88370.0,-4017.0,0.01,22,13,9,59.09
624,6472,ＮＴＮ,機械,6988,日東電工,化学,0.9131226408974836,0.9519720420090282,314.0,312.0,5218.0,5203.0,0.5498174996987346,0.5498174996987346,2.07,1700,100,1.94,156670.0,12052.0,0.73,13,8,5,61.54
331,7846,パイロットコーポレーション,その他製品,7984,コクヨ,その他製品,0.9383237214572644,0.9104117862517452,4070.0,4020.0,1530.0,1519.0,-0.5486386264440626,0.5486386264440626,-2.09,200,500,5.53,42540.0,2502.0,0.2,17,9,8,52.94
221,7167,めぶきフィナンシャルグループ,銀行業,8316,三井住友フィナンシャルグループ,銀行業,0.948074240536454,0.9315231211073784,272.0,269.0,3748.0,3733.0,0.5480772018123002,0.5480772018123002,1.9,2800,200,0.88,-26488.0,-1558.0,-0.02,17,10,7,58.82
450,3291,飯田グループホールディングス,不動産業,5802,住友電気工業,非鉄金属,0.9284284725183092,0.9026554848229352,1793.0,1764.0,1390.0,1377.5,-0.5463542573852458,0.5463542573852458,-1.46,500,600,6.29,206499.0,10325.0,0.59,20,13,7,65.0
